------ Execution Data ------ 

Tamanho do Cubo: 25x25x25
N° de Células: 15625
Células Bloqueadas: 4687 (30%)
Número de Rotas (Start- Goal): 6000

 Block   ;G(n) ;Tempo (ms) 
[15,24,22]  ;  48  ;  198
[13,9,6]  ;  0  ;  0
[6,9,17]  ;  0  ;  0
[13,12,22]  ;  39  ;  74
[13,6,24]  ;  0  ;  0
[5,20,22]  ;  11  ;  1
[15,1,22]  ;  0  ;  0
[4,18,8]  ;  23  ;  5
[11,18,22]  ;  38  ;  127
[18,21,7]  ;  0  ;  0
[12,0,7]  ;  0  ;  0
[9,2,9]  ;  0  ;  0
[21,4,17]  ;  28  ;  24
[6,0,18]  ;  0  ;  0
[23,23,3]  ;  34  ;  52
[20,19,18]  ;  8  ;  0
[18,3,15]  ;  0  ;  0
[18,17,15]  ;  0  ;  0
[9,2,21]  ;  0  ;  0
[19,19,12]  ;  0  ;  0
[17,4,20]  ;  16  ;  2
[7,0,15]  ;  0  ;  0
[14,14,23]  ;  22  ;  12
[9,14,12]  ;  17  ;  5
[12,1,2]  ;  47  ;  150
[17,1,12]  ;  0  ;  0
[8,6,18]  ;  16  ;  4
[16,10,23]  ;  0  ;  0
[8,2,22]  ;  31  ;  48
[16,4,14]  ;  0  ;  0
[16,24,2]  ;  36  ;  38
[17,21,21]  ;  30  ;  81
[8,0,3]  ;  0  ;  0
[13,15,22]  ;  0  ;  0
[22,1,17]  ;  0  ;  0
[2,2,3]  ;  0  ;  0
[6,24,12]  ;  0  ;  0
[22,5,5]  ;  14  ;  3
[4,20,21]  ;  12  ;  1
[23,13,24]  ;  0  ;  0
[13,4,3]  ;  0  ;  0
[6,4,13]  ;  0  ;  0
[24,14,19]  ;  37  ;  82
[17,10,14]  ;  24  ;  8
[23,17,20]  ;  9  ;  1
[6,7,23]  ;  45  ;  196
[24,8,23]  ;  0  ;  0
[16,0,21]  ;  30  ;  19
[2,19,7]  ;  0  ;  0
[24,2,17]  ;  38  ;  77
[1,11,11]  ;  0  ;  0
[12,17,10]  ;  0  ;  0
[17,14,7]  ;  0  ;  0
[13,9,18]  ;  0  ;  0
[3,20,5]  ;  0  ;  0
[24,22,24]  ;  26  ;  16
[15,8,18]  ;  24  ;  14
[14,24,22]  ;  21  ;  6
[7,14,5]  ;  21  ;  9
[13,9,20]  ;  0  ;  0
[12,23,24]  ;  36  ;  53
[22,2,4]  ;  0  ;  0
[23,9,14]  ;  0  ;  0
[9,6,22]  ;  0  ;  0
[2,12,17]  ;  0  ;  0
[3,22,1]  ;  0  ;  0
[8,6,12]  ;  0  ;  0
[1,24,21]  ;  0  ;  0
[21,1,19]  ;  16  ;  3
[24,0,8]  ;  42  ;  71
[15,3,3]  ;  14  ;  2
[10,6,4]  ;  14  ;  3
[3,17,6]  ;  0  ;  0
[4,22,18]  ;  0  ;  0
[12,16,2]  ;  28  ;  26
[8,1,22]  ;  0  ;  0
[3,17,9]  ;  9  ;  1
[21,15,19]  ;  33  ;  50
[14,24,2]  ;  22  ;  6
[2,22,10]  ;  26  ;  8
[22,7,3]  ;  34  ;  72
[3,24,20]  ;  0  ;  0
[23,23,7]  ;  37  ;  24
[23,20,7]  ;  0  ;  0
[0,22,11]  ;  53  ;  211
[20,17,24]  ;  0  ;  0
[14,22,13]  ;  0  ;  0
[7,22,9]  ;  27  ;  25
[22,7,12]  ;  16  ;  2
[8,11,6]  ;  0  ;  0
[23,7,9]  ;  0  ;  0
[22,12,21]  ;  27  ;  22
[9,21,5]  ;  40  ;  71
[21,23,3]  ;  41  ;  151
[0,16,20]  ;  0  ;  0
[2,16,19]  ;  0  ;  0
[4,9,0]  ;  0  ;  0
[11,21,11]  ;  28  ;  31
[3,15,8]  ;  14  ;  1
[5,2,3]  ;  0  ;  0
[24,17,15]  ;  0  ;  0
[6,22,20]  ;  24  ;  16
[16,16,23]  ;  0  ;  0
[0,19,4]  ;  23  ;  9
[16,19,2]  ;  0  ;  0
[11,4,1]  ;  21  ;  6
[2,5,12]  ;  32  ;  42
[14,13,11]  ;  6  ;  0
[9,24,2]  ;  38  ;  84
[6,4,4]  ;  0  ;  0
[3,15,3]  ;  21  ;  6
[10,5,22]  ;  21  ;  8
[4,7,0]  ;  27  ;  7
[7,11,1]  ;  0  ;  0
[0,11,17]  ;  0  ;  0
[13,6,16]  ;  0  ;  0
[0,21,22]  ;  0  ;  0
[8,13,7]  ;  30  ;  44
[13,1,5]  ;  0  ;  0
[14,5,7]  ;  0  ;  0
[12,10,12]  ;  25  ;  13
[12,8,12]  ;  12  ;  1
[10,12,9]  ;  0  ;  0
[16,3,20]  ;  27  ;  21
[8,1,13]  ;  19  ;  5
[21,24,8]  ;  39  ;  119
[17,17,13]  ;  0  ;  0
[10,21,2]  ;  0  ;  0
[22,20,10]  ;  14  ;  1
[10,15,8]  ;  0  ;  0
[19,17,20]  ;  0  ;  0
[9,3,11]  ;  0  ;  0
[22,4,6]  ;  44  ;  196
[18,15,22]  ;  29  ;  10
[13,12,19]  ;  22  ;  8
[23,1,8]  ;  0  ;  0
[1,8,15]  ;  0  ;  0
[20,21,13]  ;  31  ;  19
[14,21,6]  ;  15  ;  4
[24,22,23]  ;  55  ;  338
[18,4,12]  ;  0  ;  0
[24,11,20]  ;  0  ;  0
[15,23,4]  ;  0  ;  0
[21,12,16]  ;  10  ;  1
[20,14,8]  ;  0  ;  0
[12,2,23]  ;  0  ;  0
[14,10,3]  ;  13  ;  3
[7,17,21]  ;  25  ;  11
[3,3,17]  ;  42  ;  135
[9,1,15]  ;  18  ;  7
[7,24,5]  ;  0  ;  0
[13,12,15]  ;  0  ;  0
[1,19,14]  ;  0  ;  0
[22,23,5]  ;  0  ;  0
[4,24,6]  ;  0  ;  0
[0,4,5]  ;  35  ;  53
[24,17,12]  ;  0  ;  0
[14,11,24]  ;  10  ;  1
[13,10,22]  ;  0  ;  0
[11,10,3]  ;  17  ;  7
[4,2,15]  ;  27  ;  59
[0,14,22]  ;  0  ;  0
[24,7,11]  ;  18  ;  1
[9,16,21]  ;  0  ;  0
[17,11,6]  ;  34  ;  46
[4,21,12]  ;  27  ;  26
[10,12,22]  ;  0  ;  0
[7,21,2]  ;  0  ;  0
[2,21,12]  ;  30  ;  38
[18,3,22]  ;  0  ;  0
[17,15,7]  ;  0  ;  0
[24,22,18]  ;  18  ;  3
[15,2,18]  ;  28  ;  17
[21,8,14]  ;  23  ;  10
[15,15,10]  ;  0  ;  0
[16,14,18]  ;  33  ;  53
[12,21,14]  ;  26  ;  18
[3,17,4]  ;  0  ;  0
[2,18,10]  ;  31  ;  39
[10,19,12]  ;  22  ;  7
[19,20,14]  ;  35  ;  51
[12,21,18]  ;  0  ;  0
[24,5,17]  ;  34  ;  47
[10,19,1]  ;  45  ;  130
[23,17,8]  ;  0  ;  0
[19,0,6]  ;  32  ;  29
[5,23,2]  ;  51  ;  340
[9,2,15]  ;  0  ;  0
[21,22,13]  ;  0  ;  0
[5,19,5]  ;  22  ;  3
[5,9,2]  ;  15  ;  3
[20,17,23]  ;  36  ;  74
[19,21,24]  ;  0  ;  0
[4,4,24]  ;  0  ;  0
[19,7,19]  ;  0  ;  0
[22,7,21]  ;  28  ;  18
[1,0,21]  ;  17  ;  6
[14,2,19]  ;  0  ;  0
[20,16,14]  ;  0  ;  0
[0,1,15]  ;  22  ;  5
[7,10,20]  ;  15  ;  2
[13,21,0]  ;  0  ;  0
[17,8,0]  ;  18  ;  3
[8,16,10]  ;  0  ;  0
[21,21,5]  ;  11  ;  2
[22,14,15]  ;  30  ;  78
[10,19,3]  ;  0  ;  0
[7,10,6]  ;  0  ;  0
[16,17,1]  ;  0  ;  0
[17,5,0]  ;  0  ;  0
[15,14,24]  ;  0  ;  0
[22,14,18]  ;  0  ;  0
[4,24,3]  ;  0  ;  0
[23,6,9]  ;  26  ;  19
[1,8,18]  ;  24  ;  7
[10,17,10]  ;  33  ;  30
[16,4,18]  ;  0  ;  0
[14,5,2]  ;  0  ;  0
[6,2,18]  ;  32  ;  48
[22,2,13]  ;  40  ;  101
[3,1,8]  ;  36  ;  35
[15,18,22]  ;  16  ;  4
[14,18,0]  ;  0  ;  0
[13,24,12]  ;  0  ;  0
[6,2,20]  ;  0  ;  0
[11,12,23]  ;  21  ;  14
[11,14,12]  ;  0  ;  0
[12,18,13]  ;  0  ;  0
[8,21,13]  ;  16  ;  4
[20,12,16]  ;  0  ;  0
[9,18,13]  ;  0  ;  0
[12,9,19]  ;  0  ;  0
[5,14,2]  ;  0  ;  0
[21,3,4]  ;  0  ;  0
[18,23,1]  ;  0  ;  0
[23,22,13]  ;  0  ;  0
[23,11,12]  ;  0  ;  0
[1,14,2]  ;  35  ;  17
[20,22,11]  ;  0  ;  0
[14,0,0]  ;  47  ;  215
[18,16,18]  ;  0  ;  0
[15,11,20]  ;  0  ;  0
[13,4,24]  ;  0  ;  0
[20,14,18]  ;  23  ;  9
[7,6,0]  ;  18  ;  6
[21,2,15]  ;  0  ;  0
[19,11,4]  ;  0  ;  0
[4,0,23]  ;  0  ;  0
[20,21,23]  ;  0  ;  0
[18,5,19]  ;  0  ;  0
[16,13,1]  ;  14  ;  1
[7,12,8]  ;  0  ;  0
[6,22,19]  ;  42  ;  165
[14,13,23]  ;  0  ;  0
[12,23,4]  ;  0  ;  0
[22,15,1]  ;  27  ;  22
[2,5,24]  ;  28  ;  14
[5,13,1]  ;  16  ;  3
[4,15,13]  ;  0  ;  0
[14,24,10]  ;  0  ;  0
[22,23,6]  ;  19  ;  7
[2,18,15]  ;  0  ;  0
[24,5,4]  ;  0  ;  0
[15,6,2]  ;  24  ;  7
[16,22,18]  ;  0  ;  0
[21,13,9]  ;  0  ;  0
[10,19,0]  ;  0  ;  0
[7,23,1]  ;  32  ;  42
[10,5,9]  ;  19  ;  2
[5,19,2]  ;  33  ;  46
[6,12,18]  ;  0  ;  0
[24,14,9]  ;  31  ;  30
[16,11,5]  ;  0  ;  0
[9,21,18]  ;  0  ;  0
[4,21,17]  ;  0  ;  0
[13,10,7]  ;  26  ;  17
[15,17,13]  ;  19  ;  11
[23,14,6]  ;  22  ;  7
[4,10,15]  ;  26  ;  15
[13,12,0]  ;  0  ;  0
[16,24,9]  ;  0  ;  0
[7,4,8]  ;  28  ;  29
[3,0,13]  ;  26  ;  13
[24,10,11]  ;  0  ;  0
[6,3,7]  ;  38  ;  59
[19,20,8]  ;  8  ;  0
[2,17,1]  ;  0  ;  0
[3,20,4]  ;  11  ;  1
[18,20,11]  ;  26  ;  9
[21,20,6]  ;  0  ;  0
[3,10,6]  ;  0  ;  0
[8,3,7]  ;  15  ;  3
[13,20,24]  ;  27  ;  27
[3,14,2]  ;  30  ;  11
[1,14,24]  ;  31  ;  24
[23,22,7]  ;  0  ;  0
[13,12,2]  ;  32  ;  79
[1,17,13]  ;  17  ;  10
[14,8,5]  ;  19  ;  6
[12,24,7]  ;  0  ;  0
[22,13,23]  ;  0  ;  0
[24,11,18]  ;  0  ;  0
[0,9,3]  ;  0  ;  0
[1,14,6]  ;  9  ;  1
[12,20,2]  ;  0  ;  0
[3,0,9]  ;  30  ;  41
[22,21,3]  ;  0  ;  0
[11,9,7]  ;  17  ;  8
[13,13,22]  ;  0  ;  0
[16,9,17]  ;  0  ;  0
[1,23,15]  ;  48  ;  156
[17,3,13]  ;  19  ;  6
[20,2,4]  ;  27  ;  5
[1,24,4]  ;  35  ;  84
[20,7,23]  ;  0  ;  0
[8,23,14]  ;  0  ;  0
[11,2,9]  ;  0  ;  0
[23,22,14]  ;  16  ;  6
[1,7,16]  ;  0  ;  0
[10,7,15]  ;  0  ;  0
[4,14,11]  ;  0  ;  0
[19,11,6]  ;  0  ;  0
[22,9,9]  ;  30  ;  19
[5,2,14]  ;  19  ;  8
[19,7,24]  ;  19  ;  3
[17,18,10]  ;  37  ;  37
[9,1,19]  ;  41  ;  117
[2,3,18]  ;  0  ;  0
[20,0,4]  ;  30  ;  13
[1,20,22]  ;  0  ;  0
[13,12,5]  ;  0  ;  0
[16,6,9]  ;  0  ;  0
[7,8,3]  ;  26  ;  22
[15,5,13]  ;  28  ;  20
[4,4,11]  ;  0  ;  0
[0,19,8]  ;  0  ;  0
[4,16,12]  ;  0  ;  0
[4,22,13]  ;  19  ;  5
[5,18,7]  ;  33  ;  72
[6,4,2]  ;  0  ;  0
[23,5,2]  ;  0  ;  0
[12,15,7]  ;  18  ;  8
[10,5,19]  ;  10  ;  1
[6,23,7]  ;  0  ;  0
[9,11,18]  ;  0  ;  0
[14,2,6]  ;  0  ;  0
[2,9,6]  ;  0  ;  0
[3,12,17]  ;  0  ;  0
[3,17,19]  ;  25  ;  9
[4,20,20]  ;  0  ;  0
[10,5,11]  ;  19  ;  9
[11,3,9]  ;  0  ;  0
[5,15,6]  ;  16  ;  2
[17,1,3]  ;  32  ;  48
[6,22,21]  ;  0  ;  0
[22,10,13]  ;  0  ;  0
[20,24,21]  ;  41  ;  61
[23,0,13]  ;  0  ;  0
[16,19,9]  ;  35  ;  38
[20,12,13]  ;  0  ;  0
[13,9,0]  ;  0  ;  0
[19,14,23]  ;  16  ;  2
[1,1,24]  ;  0  ;  0
[21,17,14]  ;  0  ;  0
[6,2,12]  ;  0  ;  0
[9,0,4]  ;  0  ;  0
[10,15,6]  ;  9  ;  1
[11,24,24]  ;  0  ;  0
[19,10,14]  ;  0  ;  0
[2,17,9]  ;  0  ;  0
[17,19,15]  ;  19  ;  8
[24,10,9]  ;  0  ;  0
[17,21,11]  ;  25  ;  14
[16,20,5]  ;  0  ;  0
[16,20,16]  ;  0  ;  0
[5,16,17]  ;  15  ;  3
[17,0,18]  ;  0  ;  0
[5,12,17]  ;  21  ;  6
[5,23,10]  ;  9  ;  1
[9,0,9]  ;  0  ;  0
[9,15,10]  ;  22  ;  9
[6,18,20]  ;  0  ;  0
[5,16,10]  ;  0  ;  0
[11,1,8]  ;  23  ;  11
[18,20,2]  ;  0  ;  0
[7,20,9]  ;  0  ;  0
[7,11,14]  ;  17  ;  7
[8,23,0]  ;  0  ;  0
[1,5,24]  ;  31  ;  31
[14,0,13]  ;  0  ;  0
[7,0,7]  ;  0  ;  0
[15,1,10]  ;  31  ;  28
[21,19,4]  ;  0  ;  0
[8,23,18]  ;  40  ;  113
[8,6,24]  ;  0  ;  0
[7,14,23]  ;  30  ;  17
[22,17,5]  ;  42  ;  177
[15,3,15]  ;  0  ;  0
[11,14,0]  ;  0  ;  0
[1,1,11]  ;  20  ;  3
[6,17,19]  ;  27  ;  27
[8,22,6]  ;  0  ;  0
[23,10,24]  ;  0  ;  0
[0,20,2]  ;  43  ;  133
[14,0,5]  ;  35  ;  55
[0,18,7]  ;  0  ;  0
[18,1,20]  ;  0  ;  0
[19,15,14]  ;  7  ;  1
[21,9,1]  ;  0  ;  0
[17,16,21]  ;  0  ;  0
[1,5,6]  ;  38  ;  112
[6,14,21]  ;  0  ;  0
[10,19,11]  ;  0  ;  0
[24,9,17]  ;  0  ;  0
[11,15,20]  ;  16  ;  4
[10,18,12]  ;  12  ;  1
[21,2,7]  ;  0  ;  0
[15,11,23]  ;  0  ;  0
[2,7,6]  ;  0  ;  0
[12,21,22]  ;  34  ;  63
[12,0,22]  ;  0  ;  0
[4,24,4]  ;  18  ;  5
[5,4,4]  ;  18  ;  3
[11,12,1]  ;  9  ;  1
[18,0,5]  ;  0  ;  0
[4,5,16]  ;  30  ;  40
[5,19,21]  ;  20  ;  6
[2,13,23]  ;  0  ;  0
[3,14,16]  ;  28  ;  30
[5,0,9]  ;  29  ;  24
[17,13,22]  ;  0  ;  0
[1,24,23]  ;  0  ;  0
[21,13,1]  ;  32  ;  33
[13,22,1]  ;  0  ;  0
[13,21,11]  ;  34  ;  56
[0,14,17]  ;  0  ;  0
[0,12,15]  ;  0  ;  0
[7,17,6]  ;  0  ;  0
[16,7,6]  ;  27  ;  23
[9,6,4]  ;  22  ;  7
[3,4,3]  ;  31  ;  19
[24,20,20]  ;  27  ;  15
[5,0,5]  ;  32  ;  55
[11,17,0]  ;  8  ;  1
[2,18,0]  ;  29  ;  22
[19,10,6]  ;  0  ;  0
[9,5,19]  ;  2  ;  0
[22,12,12]  ;  29  ;  89
[19,16,3]  ;  0  ;  0
[17,12,24]  ;  33  ;  44
[9,7,4]  ;  0  ;  0
[16,14,13]  ;  30  ;  39
[19,2,0]  ;  24  ;  5
[16,23,3]  ;  32  ;  55
[19,21,2]  ;  0  ;  0
[16,15,16]  ;  24  ;  12
[10,20,3]  ;  0  ;  0
[5,2,10]  ;  0  ;  0
[6,18,16]  ;  32  ;  44
[20,21,22]  ;  0  ;  0
[0,19,11]  ;  0  ;  0
[2,23,21]  ;  40  ;  83
[4,4,2]  ;  23  ;  13
[6,6,14]  ;  0  ;  0
[17,10,0]  ;  22  ;  6
[12,13,16]  ;  17  ;  4
[24,6,19]  ;  0  ;  0
[8,22,19]  ;  0  ;  0
[0,6,24]  ;  24  ;  6
[10,22,3]  ;  0  ;  0
[20,6,8]  ;  0  ;  0
[14,23,21]  ;  0  ;  0
[7,7,0]  ;  0  ;  0
[6,9,15]  ;  0  ;  0
[8,3,8]  ;  0  ;  0
[6,6,23]  ;  16  ;  3
[21,7,0]  ;  0  ;  0
[16,14,0]  ;  0  ;  0
[9,13,22]  ;  0  ;  0
[6,22,16]  ;  0  ;  0
[22,14,7]  ;  33  ;  63
[22,21,2]  ;  46  ;  186
[10,7,12]  ;  0  ;  0
[19,14,19]  ;  22  ;  6
[11,11,12]  ;  24  ;  13
[21,19,17]  ;  0  ;  0
[14,19,21]  ;  0  ;  0
[13,15,21]  ;  12  ;  1
[0,11,24]  ;  28  ;  9
[14,10,20]  ;  40  ;  74
[16,11,14]  ;  0  ;  0
[5,21,1]  ;  0  ;  0
[19,5,18]  ;  0  ;  0
[6,8,24]  ;  0  ;  0
[3,1,9]  ;  27  ;  30
[15,24,24]  ;  38  ;  85
[7,23,3]  ;  0  ;  0
[18,24,19]  ;  35  ;  62
[24,9,23]  ;  0  ;  0
[10,7,13]  ;  16  ;  5
[20,22,13]  ;  39  ;  100
[14,17,6]  ;  0  ;  0
[17,15,4]  ;  0  ;  0
[10,22,13]  ;  0  ;  0
[0,7,4]  ;  0  ;  0
[23,17,6]  ;  37  ;  41
[8,20,14]  ;  0  ;  0
[9,10,6]  ;  0  ;  0
[3,4,22]  ;  35  ;  141
[23,17,10]  ;  20  ;  6
[13,6,23]  ;  0  ;  0
[6,5,14]  ;  34  ;  54
[2,8,12]  ;  0  ;  0
[7,9,7]  ;  0  ;  0
[6,6,13]  ;  32  ;  29
[17,8,11]  ;  15  ;  3
[19,20,7]  ;  0  ;  0
[12,13,3]  ;  25  ;  13
[8,24,4]  ;  0  ;  0
[3,18,21]  ;  0  ;  0
[1,2,14]  ;  10  ;  0
[1,15,7]  ;  0  ;  0
[14,20,20]  ;  24  ;  16
[17,8,19]  ;  24  ;  19
[8,5,21]  ;  0  ;  0
[13,22,18]  ;  10  ;  2
[2,19,2]  ;  0  ;  0
[2,13,22]  ;  32  ;  26
[4,11,19]  ;  21  ;  10
[10,12,19]  ;  0  ;  0
[12,24,18]  ;  0  ;  0
[24,23,17]  ;  0  ;  0
[1,5,10]  ;  0  ;  0
[20,2,5]  ;  0  ;  0
[14,19,22]  ;  51  ;  182
[21,13,19]  ;  33  ;  41
[8,22,17]  ;  21  ;  7
[3,8,24]  ;  0  ;  0
[16,0,13]  ;  21  ;  12
[16,14,16]  ;  29  ;  26
[1,22,10]  ;  32  ;  71
[7,2,11]  ;  22  ;  17
[22,6,16]  ;  0  ;  0
[12,14,7]  ;  0  ;  0
[1,9,3]  ;  0  ;  0
[8,17,5]  ;  0  ;  0
[21,24,12]  ;  33  ;  50
[16,15,19]  ;  0  ;  0
[8,2,17]  ;  0  ;  0
[18,20,16]  ;  21  ;  6
[19,6,19]  ;  26  ;  16
[18,6,6]  ;  19  ;  5
[22,10,22]  ;  0  ;  0
[19,5,15]  ;  26  ;  11
[16,7,15]  ;  0  ;  0
[2,23,1]  ;  0  ;  0
[0,4,1]  ;  0  ;  0
[0,2,24]  ;  15  ;  4
[14,14,14]  ;  0  ;  0
[6,7,13]  ;  40  ;  93
[8,16,8]  ;  21  ;  8
[15,14,23]  ;  0  ;  0
[21,11,15]  ;  31  ;  43
[0,22,16]  ;  0  ;  0
[17,8,5]  ;  36  ;  107
[21,12,21]  ;  0  ;  0
[4,21,14]  ;  0  ;  0
[24,8,3]  ;  14  ;  2
[1,19,16]  ;  45  ;  196
[21,0,19]  ;  23  ;  12
[9,10,10]  ;  24  ;  8
[5,21,24]  ;  45  ;  209
[14,4,23]  ;  46  ;  176
[17,17,21]  ;  22  ;  7
[12,15,17]  ;  11  ;  1
[6,14,5]  ;  28  ;  19
[22,11,9]  ;  0  ;  0
[14,15,10]  ;  6  ;  0
[3,18,7]  ;  32  ;  38
[4,1,21]  ;  20  ;  5
[15,21,12]  ;  0  ;  0
[11,24,7]  ;  0  ;  0
[0,19,22]  ;  0  ;  0
[7,9,3]  ;  20  ;  11
[11,23,8]  ;  41  ;  98
[13,21,10]  ;  14  ;  4
[14,2,21]  ;  0  ;  0
[19,16,1]  ;  29  ;  27
[24,4,11]  ;  35  ;  27
[6,14,7]  ;  12  ;  0
[21,2,10]  ;  0  ;  0
[6,12,20]  ;  0  ;  0
[20,1,14]  ;  0  ;  0
[4,13,3]  ;  0  ;  0
[1,7,18]  ;  0  ;  0
[17,6,19]  ;  0  ;  0
[5,24,0]  ;  18  ;  3
[7,9,23]  ;  26  ;  17
[24,6,12]  ;  0  ;  0
[4,0,14]  ;  43  ;  137
[21,19,3]  ;  0  ;  0
[0,13,6]  ;  0  ;  0
[19,12,10]  ;  13  ;  4
[3,5,8]  ;  0  ;  0
[4,15,8]  ;  0  ;  0
[16,12,6]  ;  7  ;  1
[5,11,8]  ;  0  ;  0
[6,5,20]  ;  31  ;  54
[12,16,16]  ;  0  ;  0
[1,8,10]  ;  26  ;  4
[3,0,1]  ;  49  ;  268
[1,8,4]  ;  0  ;  0
[16,0,12]  ;  24  ;  16
[10,0,2]  ;  20  ;  7
[13,17,10]  ;  11  ;  3
[24,2,22]  ;  0  ;  0
[1,1,22]  ;  23  ;  6
[8,16,14]  ;  33  ;  37
[24,16,5]  ;  0  ;  0
[16,17,23]  ;  0  ;  0
[2,11,12]  ;  0  ;  0
[15,17,18]  ;  0  ;  0
[0,19,23]  ;  0  ;  0
[5,13,13]  ;  0  ;  0
[19,12,15]  ;  0  ;  0
[19,14,14]  ;  0  ;  0
[24,11,2]  ;  27  ;  10
[5,2,8]  ;  24  ;  7
[4,5,8]  ;  0  ;  0
[4,7,23]  ;  30  ;  65
[15,14,12]  ;  0  ;  0
[23,5,7]  ;  0  ;  0
[11,16,14]  ;  0  ;  0
[1,5,5]  ;  36  ;  84
[17,17,23]  ;  26  ;  20
[8,23,1]  ;  0  ;  0
[15,24,17]  ;  33  ;  34
[23,19,8]  ;  30  ;  34
[19,15,18]  ;  0  ;  0
[17,3,21]  ;  0  ;  0
[23,1,9]  ;  0  ;  0
[10,24,1]  ;  41  ;  105
[17,8,2]  ;  23  ;  7
[2,16,3]  ;  0  ;  0
[16,5,2]  ;  14  ;  2
[19,15,0]  ;  14  ;  2
[7,24,2]  ;  0  ;  0
[1,7,1]  ;  50  ;  301
[11,9,14]  ;  0  ;  0
[23,9,0]  ;  0  ;  0
[20,19,24]  ;  0  ;  0
[20,13,18]  ;  0  ;  0
[24,14,3]  ;  0  ;  0
[6,12,12]  ;  0  ;  0
[2,11,3]  ;  0  ;  0
[20,15,9]  ;  0  ;  0
[9,9,14]  ;  16  ;  3
[11,14,20]  ;  0  ;  0
[17,4,9]  ;  0  ;  0
[2,6,14]  ;  0  ;  0
[20,23,18]  ;  0  ;  0
[5,7,12]  ;  0  ;  0
[12,20,1]  ;  26  ;  24
[11,1,7]  ;  0  ;  0
[6,22,1]  ;  0  ;  0
[11,21,17]  ;  0  ;  0
[24,18,11]  ;  0  ;  0
[6,5,3]  ;  22  ;  11
[3,10,0]  ;  0  ;  0
[24,0,3]  ;  20  ;  6
[18,19,22]  ;  34  ;  50
[14,19,7]  ;  18  ;  4
[24,18,1]  ;  38  ;  72
[1,10,5]  ;  0  ;  0
[1,21,8]  ;  0  ;  0
[8,2,5]  ;  0  ;  0
[0,2,10]  ;  0  ;  0
[4,15,7]  ;  33  ;  32
[12,18,8]  ;  13  ;  3
[24,19,19]  ;  0  ;  0
[17,22,6]  ;  0  ;  0
[20,11,9]  ;  31  ;  57
[12,13,21]  ;  10  ;  1
[22,3,8]  ;  29  ;  31
[10,0,15]  ;  22  ;  5
[8,15,22]  ;  0  ;  0
[11,22,21]  ;  0  ;  0
[24,4,10]  ;  0  ;  0
[22,1,15]  ;  25  ;  18
[13,10,5]  ;  24  ;  6
[21,17,21]  ;  28  ;  18
[7,0,22]  ;  0  ;  0
[1,4,4]  ;  0  ;  0
[23,2,4]  ;  0  ;  0
[1,8,20]  ;  29  ;  25
[18,4,10]  ;  0  ;  0
[4,18,11]  ;  0  ;  0
[17,23,16]  ;  0  ;  0
[8,7,13]  ;  20  ;  5
[20,2,24]  ;  0  ;  0
[2,7,9]  ;  30  ;  40
[0,17,9]  ;  26  ;  20
[8,5,5]  ;  0  ;  0
[7,14,7]  ;  31  ;  38
[9,19,15]  ;  16  ;  1
[1,6,16]  ;  0  ;  0
[19,17,4]  ;  0  ;  0
[6,4,24]  ;  0  ;  0
[13,22,20]  ;  31  ;  53
[11,1,15]  ;  32  ;  19
[3,19,7]  ;  26  ;  18
[12,23,20]  ;  19  ;  9
[22,6,0]  ;  0  ;  0
[24,1,6]  ;  0  ;  0
[22,8,17]  ;  0  ;  0
[24,8,15]  ;  31  ;  70
[19,10,11]  ;  28  ;  24
[8,17,2]  ;  0  ;  0
[14,4,17]  ;  16  ;  3
[3,7,2]  ;  0  ;  0
[9,0,13]  ;  0  ;  0
[8,23,3]  ;  0  ;  0
[4,2,7]  ;  0  ;  0
[15,14,9]  ;  0  ;  0
[4,19,4]  ;  0  ;  0
[7,9,20]  ;  22  ;  8
[6,17,18]  ;  0  ;  0
[5,12,5]  ;  0  ;  0
[1,24,16]  ;  0  ;  0
[1,8,3]  ;  0  ;  0
[9,18,17]  ;  0  ;  0
[0,24,1]  ;  0  ;  0
[18,9,9]  ;  23  ;  5
[6,23,10]  ;  22  ;  8
[14,2,16]  ;  0  ;  0
[6,3,5]  ;  0  ;  0
[8,18,19]  ;  41  ;  125
[12,4,12]  ;  0  ;  0
[3,11,14]  ;  0  ;  0
[14,12,15]  ;  17  ;  3
[14,5,16]  ;  26  ;  31
[1,19,21]  ;  0  ;  0
[24,6,18]  ;  0  ;  0
[21,20,12]  ;  8  ;  2
[10,8,5]  ;  19  ;  8
[0,4,15]  ;  0  ;  0
[7,7,20]  ;  0  ;  0
[14,16,0]  ;  21  ;  10
[19,7,3]  ;  23  ;  15
[18,14,4]  ;  0  ;  0
[3,22,3]  ;  0  ;  0
[14,0,23]  ;  36  ;  46
[1,10,6]  ;  0  ;  0
[3,20,0]  ;  0  ;  0
[12,15,20]  ;  0  ;  0
[11,7,3]  ;  25  ;  15
[7,17,2]  ;  0  ;  0
[11,3,8]  ;  0  ;  0
[3,1,15]  ;  0  ;  0
[24,11,12]  ;  0  ;  0
[14,20,12]  ;  0  ;  0
[17,18,4]  ;  0  ;  0
[21,23,10]  ;  0  ;  0
[16,11,0]  ;  35  ;  32
[19,0,2]  ;  0  ;  0
[11,14,21]  ;  0  ;  0
[10,20,12]  ;  33  ;  42
[6,8,10]  ;  27  ;  19
[1,10,2]  ;  26  ;  17
[0,17,4]  ;  0  ;  0
[8,16,21]  ;  30  ;  19
[13,1,18]  ;  19  ;  4
