------ Execution Data ------

Tamanho do Cubo: 15x15x15
N° de Células: 3375
Células Bloqueadas: 337 (10%)
Número de Rotas (Start- Goal): 3000
 
 Block   ;G(n) ;Tempo (ms) 
[10,4,8]  ;  20  ;  35
[7,14,9]  ;  16  ;  14
[6,7,1]  ;  10  ;  1
[9,0,12]  ;  15  ;  12
[1,5,6]  ;  20  ;  35
[11,3,10]  ;  15  ;  10
[10,9,14]  ;  24  ;  41
[0,2,12]  ;  0  ;  0
[10,3,10]  ;  13  ;  7
[11,1,6]  ;  13  ;  1
[10,6,12]  ;  19  ;  16
[2,6,14]  ;  0  ;  0
[6,14,3]  ;  17  ;  17
[1,10,3]  ;  20  ;  46
[4,1,6]  ;  18  ;  18
[14,10,8]  ;  0  ;  0
[0,7,9]  ;  12  ;  6
[5,8,7]  ;  15  ;  19
[9,0,7]  ;  0  ;  0
[1,5,14]  ;  20  ;  34
[5,14,14]  ;  14  ;  10
[9,4,11]  ;  18  ;  21
[4,6,0]  ;  13  ;  12
[12,4,4]  ;  13  ;  4
[14,14,9]  ;  0  ;  0
[0,1,9]  ;  0  ;  0
[13,6,14]  ;  0  ;  0
[1,7,11]  ;  15  ;  22
[9,4,2]  ;  0  ;  0
[10,10,11]  ;  0  ;  0
[4,14,3]  ;  0  ;  0
[10,14,9]  ;  11  ;  7
[0,7,1]  ;  10  ;  2
[0,8,2]  ;  7  ;  1
[14,8,0]  ;  20  ;  35
[12,7,13]  ;  18  ;  29
[12,11,5]  ;  12  ;  2
[7,0,7]  ;  15  ;  15
[0,8,5]  ;  4  ;  1
[0,8,6]  ;  16  ;  23
[4,12,0]  ;  31  ;  123
[3,2,8]  ;  6  ;  1
[1,3,8]  ;  0  ;  0
[12,4,0]  ;  21  ;  38
[1,5,11]  ;  14  ;  7
[11,10,1]  ;  0  ;  0
[1,6,10]  ;  23  ;  49
[2,6,13]  ;  0  ;  0
[2,5,14]  ;  20  ;  13
[13,0,4]  ;  21  ;  38
[5,6,2]  ;  19  ;  27
[0,11,10]  ;  12  ;  9
[13,4,9]  ;  19  ;  23
[11,2,0]  ;  10  ;  2
[12,3,0]  ;  14  ;  5
[13,5,4]  ;  17  ;  19
[8,5,1]  ;  12  ;  4
[13,13,4]  ;  23  ;  31
[7,12,7]  ;  0  ;  0
[0,13,3]  ;  25  ;  70
[14,10,9]  ;  22  ;  34
[13,13,0]  ;  20  ;  23
[1,10,0]  ;  23  ;  55
[3,12,10]  ;  10  ;  4
[3,0,3]  ;  14  ;  12
[12,1,0]  ;  9  ;  2
[4,11,3]  ;  12  ;  6
[10,0,4]  ;  0  ;  0
[10,0,2]  ;  0  ;  0
[2,0,6]  ;  0  ;  0
[7,9,5]  ;  0  ;  0
[5,5,9]  ;  4  ;  0
[10,13,9]  ;  10  ;  1
[8,5,5]  ;  0  ;  0
[3,13,10]  ;  11  ;  0
[12,7,12]  ;  14  ;  8
[2,12,9]  ;  0  ;  0
[6,10,4]  ;  13  ;  11
[2,11,10]  ;  9  ;  2
[4,11,9]  ;  0  ;  0
[11,3,14]  ;  10  ;  5
[9,2,4]  ;  8  ;  2
[9,13,14]  ;  11  ;  4
[3,6,1]  ;  9  ;  4
[10,5,3]  ;  20  ;  16
[0,6,11]  ;  8  ;  2
[12,4,14]  ;  31  ;  145
[9,4,0]  ;  22  ;  33
[2,0,12]  ;  12  ;  10
[14,1,6]  ;  27  ;  60
[12,12,4]  ;  25  ;  67
[4,7,14]  ;  0  ;  0
[11,4,5]  ;  12  ;  5
[3,1,11]  ;  0  ;  0
[11,0,3]  ;  19  ;  16
[3,6,4]  ;  18  ;  21
[1,7,6]  ;  16  ;  25
[7,11,4]  ;  10  ;  2
[13,10,2]  ;  12  ;  2
[12,12,3]  ;  0  ;  0
[3,7,9]  ;  0  ;  0
[11,9,6]  ;  5  ;  1
[4,1,14]  ;  13  ;  7
[5,2,3]  ;  15  ;  15
[10,3,13]  ;  15  ;  6
[1,9,2]  ;  0  ;  0
[11,11,4]  ;  14  ;  8
[8,10,4]  ;  12  ;  10
[14,9,8]  ;  0  ;  0
[5,6,11]  ;  3  ;  1
[5,5,8]  ;  14  ;  9
[4,5,9]  ;  0  ;  0
[11,13,13]  ;  14  ;  6
[3,4,13]  ;  0  ;  0
[13,5,8]  ;  20  ;  29
[3,0,13]  ;  0  ;  0
[12,3,7]  ;  10  ;  2
[4,8,1]  ;  14  ;  9
[11,0,11]  ;  19  ;  35
[1,6,1]  ;  26  ;  74
[8,7,0]  ;  19  ;  24
[12,8,11]  ;  8  ;  2
[4,13,12]  ;  0  ;  0
[0,8,1]  ;  7  ;  1
[5,10,10]  ;  12  ;  6
[9,12,6]  ;  8  ;  2
[3,14,12]  ;  24  ;  53
[11,13,8]  ;  15  ;  10
[12,0,6]  ;  29  ;  91
[7,3,7]  ;  14  ;  12
[0,3,3]  ;  20  ;  25
[4,7,2]  ;  10  ;  5
[0,0,3]  ;  19  ;  26
[12,1,9]  ;  16  ;  13
[14,4,9]  ;  0  ;  0
[9,11,12]  ;  0  ;  0
[3,4,3]  ;  15  ;  11
[5,10,5]  ;  0  ;  0
[8,12,3]  ;  0  ;  0
[1,9,13]  ;  22  ;  41
[13,5,12]  ;  14  ;  12
[13,3,4]  ;  11  ;  5
[6,14,4]  ;  21  ;  28
[5,4,7]  ;  0  ;  0
[7,12,1]  ;  12  ;  2
[1,3,6]  ;  13  ;  7
[6,2,12]  ;  0  ;  0
[11,0,4]  ;  17  ;  26
[2,11,8]  ;  6  ;  2
[5,11,7]  ;  0  ;  0
[6,7,3]  ;  3  ;  0
[11,7,2]  ;  0  ;  0
[9,9,7]  ;  9  ;  2
[7,1,9]  ;  18  ;  40
[9,1,14]  ;  0  ;  0
[2,0,5]  ;  0  ;  0
[7,12,14]  ;  13  ;  4
[9,6,4]  ;  14  ;  11
[7,13,2]  ;  19  ;  30
[3,8,12]  ;  5  ;  1
[6,9,13]  ;  18  ;  14
[7,11,0]  ;  21  ;  39
[5,3,4]  ;  0  ;  0
[12,8,8]  ;  17  ;  26
[3,5,9]  ;  13  ;  8
[7,10,12]  ;  15  ;  12
[0,8,11]  ;  3  ;  0
[10,13,7]  ;  11  ;  4
[4,14,4]  ;  0  ;  0
[4,7,3]  ;  13  ;  4
[13,6,2]  ;  15  ;  4
[14,11,7]  ;  11  ;  1
[10,8,4]  ;  8  ;  2
[2,1,13]  ;  13  ;  10
[14,1,12]  ;  26  ;  97
[7,14,14]  ;  0  ;  0
[11,7,13]  ;  14  ;  12
[8,2,10]  ;  15  ;  7
[10,1,5]  ;  12  ;  8
[0,1,6]  ;  18  ;  28
[0,11,3]  ;  13  ;  3
[8,5,2]  ;  12  ;  8
[8,2,6]  ;  0  ;  0
[4,5,5]  ;  11  ;  7
[7,2,5]  ;  16  ;  10
[4,10,3]  ;  12  ;  9
[12,12,5]  ;  14  ;  12
[13,7,6]  ;  7  ;  0
[2,9,6]  ;  4  ;  1
[14,4,0]  ;  0  ;  0
[2,3,9]  ;  7  ;  2
[12,5,11]  ;  22  ;  41
[1,11,12]  ;  15  ;  11
[12,3,5]  ;  15  ;  11
[8,6,14]  ;  12  ;  9
[9,8,5]  ;  13  ;  9
[2,2,5]  ;  16  ;  20
[12,5,4]  ;  0  ;  0
[5,9,7]  ;  0  ;  0
[0,9,12]  ;  4  ;  1
[4,12,3]  ;  13  ;  4
[9,13,1]  ;  0  ;  0
[9,8,9]  ;  12  ;  6
[9,11,14]  ;  0  ;  0
[4,8,13]  ;  13  ;  7
[10,5,0]  ;  17  ;  15
[1,2,7]  ;  10  ;  6
[13,2,9]  ;  12  ;  3
[13,8,5]  ;  0  ;  0
[3,11,0]  ;  23  ;  37
[5,7,5]  ;  9  ;  4
[5,4,3]  ;  0  ;  0
[7,4,5]  ;  22  ;  41
[13,13,6]  ;  18  ;  32
[0,14,3]  ;  26  ;  59
[8,12,11]  ;  6  ;  1
[10,0,7]  ;  11  ;  1
[3,13,5]  ;  8  ;  3
[7,12,6]  ;  10  ;  4
[6,10,2]  ;  22  ;  51
[4,1,3]  ;  27  ;  107
[6,0,8]  ;  13  ;  9
[12,0,14]  ;  22  ;  49
[4,7,7]  ;  15  ;  10
[3,6,14]  ;  25  ;  79
[5,9,0]  ;  23  ;  79
[1,3,3]  ;  12  ;  9
[13,10,10]  ;  8  ;  2
[8,9,13]  ;  11  ;  6
[14,12,8]  ;  14  ;  15
[12,1,14]  ;  24  ;  62
[12,10,12]  ;  17  ;  16
[6,9,12]  ;  0  ;  0
[9,7,3]  ;  13  ;  13
[11,11,2]  ;  0  ;  0
[10,4,6]  ;  7  ;  2
[3,12,8]  ;  9  ;  5
[0,12,8]  ;  0  ;  0
[11,5,9]  ;  18  ;  24
[12,10,11]  ;  8  ;  4
[8,3,3]  ;  13  ;  2
[2,14,12]  ;  23  ;  28
[1,1,11]  ;  14  ;  15
[12,14,0]  ;  25  ;  79
[13,9,8]  ;  16  ;  18
[5,0,7]  ;  26  ;  91
[7,10,11]  ;  6  ;  1
[2,1,10]  ;  9  ;  1
[9,12,3]  ;  23  ;  69
[12,8,13]  ;  0  ;  0
[5,8,5]  ;  24  ;  53
[4,12,7]  ;  4  ;  1
[8,3,7]  ;  4  ;  0
[4,13,3]  ;  12  ;  2
[2,7,9]  ;  15  ;  18
[12,0,10]  ;  25  ;  82
[11,14,9]  ;  9  ;  0
[8,9,14]  ;  12  ;  7
[5,2,0]  ;  0  ;  0
[3,8,0]  ;  8  ;  3
[8,6,12]  ;  4  ;  0
[5,8,2]  ;  24  ;  47
[10,6,13]  ;  17  ;  13
[9,8,1]  ;  13  ;  11
[8,4,14]  ;  15  ;  9
[2,4,9]  ;  6  ;  2
[13,13,13]  ;  0  ;  0
[13,12,0]  ;  9  ;  3
[9,11,9]  ;  11  ;  3
[6,4,11]  ;  0  ;  0
[7,4,4]  ;  20  ;  27
[14,14,7]  ;  17  ;  8
[12,4,11]  ;  17  ;  24
[10,14,13]  ;  27  ;  64
[11,11,5]  ;  18  ;  14
[12,2,11]  ;  11  ;  7
[0,6,9]  ;  18  ;  23
[12,5,1]  ;  15  ;  8
[5,9,8]  ;  10  ;  4
[6,13,0]  ;  0  ;  0
[14,3,4]  ;  25  ;  57
[14,12,6]  ;  12  ;  7
[12,13,13]  ;  0  ;  0
[10,1,9]  ;  20  ;  28
[1,5,7]  ;  7  ;  1
[12,2,4]  ;  25  ;  89
[3,14,5]  ;  0  ;  0
[4,2,12]  ;  2  ;  0
[12,4,3]  ;  15  ;  20
[6,1,10]  ;  19  ;  28
[12,1,13]  ;  24  ;  90
[11,4,0]  ;  17  ;  6
[1,0,5]  ;  0  ;  0
[4,9,4]  ;  16  ;  13
[4,8,2]  ;  11  ;  5
[4,9,14]  ;  15  ;  13
[4,1,12]  ;  8  ;  1
[11,10,10]  ;  25  ;  84
[12,8,3]  ;  18  ;  19
[11,4,2]  ;  0  ;  0
[1,12,12]  ;  16  ;  26
[0,4,4]  ;  19  ;  26
[10,4,2]  ;  18  ;  24
[6,8,0]  ;  13  ;  9
[2,11,2]  ;  18  ;  26
[2,7,0]  ;  18  ;  12
[6,2,0]  ;  0  ;  0
[5,2,2]  ;  23  ;  44
[7,10,5]  ;  18  ;  38
[10,7,8]  ;  18  ;  35
[13,11,6]  ;  11  ;  4
[11,3,7]  ;  19  ;  26
[7,8,5]  ;  14  ;  12
[1,0,14]  ;  18  ;  5
[4,11,4]  ;  10  ;  5
[1,4,3]  ;  5  ;  1
[12,6,14]  ;  4  ;  0
[8,0,9]  ;  16  ;  17
[7,11,9]  ;  18  ;  25
[5,2,9]  ;  0  ;  0
[2,1,14]  ;  18  ;  23
[13,12,8]  ;  17  ;  27
[10,10,3]  ;  5  ;  1
[8,12,2]  ;  20  ;  43
[3,2,2]  ;  8  ;  1
[14,10,5]  ;  8  ;  3
[3,9,13]  ;  10  ;  3
[11,6,4]  ;  18  ;  16
[7,14,10]  ;  18  ;  16
[3,8,3]  ;  19  ;  15
[11,0,14]  ;  0  ;  0
[9,11,0]  ;  17  ;  19
[4,9,9]  ;  5  ;  1
[1,2,4]  ;  11  ;  2
[12,8,14]  ;  10  ;  4
[7,6,8]  ;  9  ;  3
[10,5,1]  ;  0  ;  0
[2,1,2]  ;  6  ;  1
[9,6,5]  ;  7  ;  2
[6,3,9]  ;  0  ;  0
[4,5,7]  ;  19  ;  22
[13,9,10]  ;  0  ;  0
[12,0,2]  ;  25  ;  63
[4,9,8]  ;  0  ;  0
[14,0,0]  ;  26  ;  78
[13,8,14]  ;  11  ;  4
[2,13,12]  ;  4  ;  0
[3,0,4]  ;  11  ;  1
[9,11,7]  ;  10  ;  5
[11,10,11]  ;  11  ;  2
[13,5,14]  ;  28  ;  78
[3,1,0]  ;  27  ;  101
[1,14,11]  ;  13  ;  9
[11,7,6]  ;  0  ;  0
[0,2,13]  ;  8  ;  2
[2,4,0]  ;  15  ;  12
[0,7,11]  ;  14  ;  6
[7,14,11]  ;  19  ;  35
[12,7,2]  ;  11  ;  6
[12,0,0]  ;  16  ;  7
[11,4,4]  ;  17  ;  25
[5,13,6]  ;  22  ;  39
[11,10,5]  ;  17  ;  25
[10,5,4]  ;  12  ;  9
[4,2,5]  ;  15  ;  7
[0,14,14]  ;  23  ;  66
[14,8,10]  ;  10  ;  5
[8,12,7]  ;  0  ;  0
[12,2,12]  ;  10  ;  3
[1,5,9]  ;  6  ;  1
[2,9,14]  ;  4  ;  1
[11,12,3]  ;  0  ;  0
[6,5,1]  ;  0  ;  0
[5,7,10]  ;  0  ;  0
[4,5,14]  ;  12  ;  19
[12,7,4]  ;  18  ;  32
[6,8,2]  ;  8  ;  3
[9,8,3]  ;  7  ;  1
[11,11,9]  ;  8  ;  2
[4,10,9]  ;  19  ;  39
[2,12,14]  ;  21  ;  38
[7,14,0]  ;  13  ;  10
[14,13,1]  ;  14  ;  6
[3,13,2]  ;  17  ;  6
[0,12,10]  ;  12  ;  6
[14,7,7]  ;  20  ;  35
[12,5,12]  ;  26  ;  73
[5,1,8]  ;  14  ;  9
[2,8,9]  ;  13  ;  12
[10,7,2]  ;  0  ;  0
[4,0,4]  ;  20  ;  41
[10,10,0]  ;  18  ;  17
[12,14,12]  ;  18  ;  26
[4,3,0]  ;  24  ;  28
[10,11,3]  ;  19  ;  18
[7,11,14]  ;  8  ;  1
[14,5,4]  ;  0  ;  0
[11,4,8]  ;  15  ;  12
[5,5,6]  ;  2  ;  0
[8,10,3]  ;  0  ;  0
[14,11,1]  ;  31  ;  138
[6,4,6]  ;  9  ;  2
[1,0,6]  ;  18  ;  36
[11,3,1]  ;  24  ;  53
[10,3,5]  ;  15  ;  10
[14,12,10]  ;  13  ;  2
[10,10,5]  ;  24  ;  43
[8,8,13]  ;  8  ;  3
[12,5,14]  ;  0  ;  0
[10,0,5]  ;  11  ;  7
[9,3,3]  ;  12  ;  5
[11,14,1]  ;  28  ;  73
[13,1,12]  ;  21  ;  34
[5,13,4]  ;  13  ;  7
[1,6,12]  ;  14  ;  10
[6,11,0]  ;  19  ;  25
[10,12,11]  ;  5  ;  1
[5,2,7]  ;  10  ;  2
[8,9,6]  ;  17  ;  23
[3,14,10]  ;  0  ;  0
[2,13,7]  ;  12  ;  5
[14,3,13]  ;  21  ;  52
[6,0,7]  ;  12  ;  4
[5,12,5]  ;  4  ;  0
[8,8,3]  ;  20  ;  29
[11,8,1]  ;  8  ;  2
[6,8,12]  ;  0  ;  0
[13,9,12]  ;  0  ;  0
[14,11,5]  ;  19  ;  26
[7,5,3]  ;  0  ;  0
[3,11,5]  ;  17  ;  13
[10,14,0]  ;  15  ;  14
[5,5,12]  ;  0  ;  0
[9,3,1]  ;  28  ;  75
[7,9,8]  ;  9  ;  5
[2,0,4]  ;  17  ;  10
[2,8,3]  ;  20  ;  35
[3,6,10]  ;  15  ;  13
[6,12,12]  ;  7  ;  2
[14,5,1]  ;  18  ;  18
[7,2,9]  ;  15  ;  10
[0,3,13]  ;  0  ;  0
[5,3,12]  ;  10  ;  5
[1,0,13]  ;  24  ;  64
[12,9,8]  ;  24  ;  59
[12,11,13]  ;  0  ;  0
[11,7,3]  ;  8  ;  3
[10,0,8]  ;  19  ;  36
[7,11,12]  ;  19  ;  20
[2,3,1]  ;  17  ;  16
[1,12,9]  ;  11  ;  4
[7,2,10]  ;  0  ;  0
[10,4,1]  ;  15  ;  15
[14,2,7]  ;  14  ;  8
[9,7,5]  ;  0  ;  0
[8,14,12]  ;  0  ;  0
[14,13,13]  ;  0  ;  0
[6,11,9]  ;  9  ;  1
[8,0,4]  ;  7  ;  1
[9,5,12]  ;  12  ;  7
[4,6,8]  ;  0  ;  0
[6,2,9]  ;  10  ;  2
[2,12,6]  ;  13  ;  6
[9,13,4]  ;  23  ;  62
[2,10,5]  ;  4  ;  0
[5,11,10]  ;  22  ;  52
[8,10,14]  ;  7  ;  2
[7,11,5]  ;  4  ;  1
[9,10,1]  ;  20  ;  30
[7,5,0]  ;  23  ;  41
[12,13,6]  ;  18  ;  32
[0,2,2]  ;  28  ;  89
[0,0,7]  ;  21  ;  32
[0,5,10]  ;  0  ;  0
[10,9,8]  ;  6  ;  0
[13,12,3]  ;  17  ;  28
[14,0,5]  ;  16  ;  3
[13,7,8]  ;  15  ;  21
[9,14,9]  ;  0  ;  0
[10,10,9]  ;  0  ;  0
[8,7,7]  ;  9  ;  4
[9,7,9]  ;  5  ;  0
[12,3,14]  ;  29  ;  116
[0,13,0]  ;  17  ;  23
[6,12,8]  ;  2  ;  0
[8,9,9]  ;  15  ;  20
[14,5,8]  ;  0  ;  0
[5,5,4]  ;  10  ;  6
[0,9,0]  ;  0  ;  0
[13,3,0]  ;  16  ;  15
[4,1,13]  ;  20  ;  18
[6,5,10]  ;  18  ;  24
[1,6,9]  ;  26  ;  81
[14,9,12]  ;  9  ;  1
[12,4,7]  ;  0  ;  0
[13,0,0]  ;  8  ;  2
[9,6,2]  ;  13  ;  7
[9,6,14]  ;  0  ;  0
[0,0,9]  ;  12  ;  9
[14,7,1]  ;  22  ;  49
[5,3,7]  ;  18  ;  16
[8,2,1]  ;  7  ;  1
[11,1,11]  ;  8  ;  6
[2,14,5]  ;  12  ;  7
[6,4,13]  ;  25  ;  58
[3,2,11]  ;  20  ;  31
[9,13,6]  ;  21  ;  38
[1,5,1]  ;  15  ;  2
[9,8,11]  ;  17  ;  17
[11,7,14]  ;  20  ;  45
[3,6,0]  ;  23  ;  44
[11,4,7]  ;  13  ;  7
[5,7,4]  ;  3  ;  0
[9,10,12]  ;  12  ;  2
[1,4,11]  ;  0  ;  0
[5,2,11]  ;  12  ;  5
[14,4,10]  ;  12  ;  9
[7,4,0]  ;  0  ;  0
[13,6,13]  ;  4  ;  0
[14,10,6]  ;  17  ;  10
[8,14,2]  ;  9  ;  3
[9,0,5]  ;  28  ;  76
[5,13,13]  ;  17  ;  12
[1,6,3]  ;  23  ;  49
[0,6,4]  ;  17  ;  6
[8,11,5]  ;  5  ;  0
[12,12,12]  ;  17  ;  18
[0,11,5]  ;  0  ;  0
[1,2,0]  ;  19  ;  25
[6,6,11]  ;  11  ;  3
[1,13,13]  ;  31  ;  127
[7,8,1]  ;  14  ;  9
[3,5,0]  ;  8  ;  3
[7,8,12]  ;  13  ;  8
[5,10,11]  ;  13  ;  8
[8,10,8]  ;  17  ;  20
[0,8,12]  ;  21  ;  30
[3,7,12]  ;  7  ;  1
[3,12,6]  ;  18  ;  15
[5,10,3]  ;  16  ;  18
[11,4,9]  ;  0  ;  0
[0,7,7]  ;  19  ;  28
[12,2,13]  ;  11  ;  1
[12,0,13]  ;  19  ;  23
[3,8,13]  ;  19  ;  37
[6,13,10]  ;  0  ;  0
[0,12,9]  ;  0  ;  0
[7,6,3]  ;  16  ;  27
[0,4,2]  ;  11  ;  6
[14,5,5]  ;  18  ;  13
[14,13,12]  ;  15  ;  18
[3,5,6]  ;  17  ;  29
[1,3,0]  ;  0  ;  0
[5,14,0]  ;  18  ;  15
[2,1,8]  ;  12  ;  8
[12,2,14]  ;  27  ;  93
[7,4,14]  ;  16  ;  18
[11,11,10]  ;  19  ;  28
[13,4,1]  ;  21  ;  51
[7,3,4]  ;  15  ;  12
[6,1,3]  ;  16  ;  249
[6,0,0]  ;  0  ;  0
[9,9,10]  ;  11  ;  6
[3,7,4]  ;  16  ;  14
[9,0,1]  ;  22  ;  29
[2,0,14]  ;  24  ;  56
[0,2,9]  ;  25  ;  55
[3,8,1]  ;  10  ;  4
[5,4,4]  ;  11  ;  7
[9,1,4]  ;  23  ;  56
[7,9,3]  ;  11  ;  3
[12,9,12]  ;  16  ;  12
[1,12,6]  ;  15  ;  11
[12,14,11]  ;  25  ;  87
[9,6,6]  ;  0  ;  0
[8,2,9]  ;  6  ;  1
[9,2,0]  ;  18  ;  27
[13,3,1]  ;  0  ;  0
[4,5,12]  ;  0  ;  0
[6,14,11]  ;  13  ;  9
[13,0,14]  ;  20  ;  12
[0,7,3]  ;  5  ;  1
[2,8,8]  ;  16  ;  9
[6,2,7]  ;  5  ;  1
[6,6,12]  ;  4  ;  1
[5,8,1]  ;  17  ;  17
[9,2,8]  ;  11  ;  5
[8,13,2]  ;  16  ;  20
[0,1,13]  ;  14  ;  5
[9,12,0]  ;  20  ;  27
[3,14,11]  ;  19  ;  31
[6,11,5]  ;  9  ;  2
[9,2,13]  ;  15  ;  15
[1,2,2]  ;  19  ;  14
[14,4,6]  ;  26  ;  56
[5,7,9]  ;  0  ;  0
[8,3,14]  ;  0  ;  0
[1,11,7]  ;  25  ;  57
[14,12,12]  ;  0  ;  0
[8,0,5]  ;  22  ;  31
[13,13,1]  ;  13  ;  8
[6,6,1]  ;  18  ;  32
[3,7,7]  ;  11  ;  9
[1,8,1]  ;  7  ;  0
[0,14,12]  ;  0  ;  0
[13,2,2]  ;  28  ;  103
[11,4,13]  ;  18  ;  18
[10,0,10]  ;  17  ;  26
[2,5,7]  ;  18  ;  24
[2,9,10]  ;  19  ;  43
[2,10,4]  ;  14  ;  14
[6,11,8]  ;  0  ;  0
[2,14,14]  ;  18  ;  22
[5,9,6]  ;  13  ;  7
[3,10,3]  ;  21  ;  37
[10,9,1]  ;  17  ;  9
[5,8,6]  ;  0  ;  0
[2,4,10]  ;  15  ;  4
[3,5,7]  ;  9  ;  3
[13,11,13]  ;  8  ;  2
[10,0,1]  ;  0  ;  0
[12,2,5]  ;  17  ;  18
[1,8,3]  ;  17  ;  26
[11,12,6]  ;  16  ;  18
[14,1,0]  ;  23  ;  31
[7,0,2]  ;  21  ;  35
[1,10,14]  ;  11  ;  7
[8,9,8]  ;  0  ;  0
[2,7,1]  ;  20  ;  30
[13,1,4]  ;  17  ;  17
[8,7,13]  ;  0  ;  0
[6,14,12]  ;  5  ;  1
[1,2,1]  ;  7  ;  1
[7,1,8]  ;  0  ;  0
[13,10,5]  ;  12  ;  5
[9,3,2]  ;  5  ;  0
[5,0,13]  ;  10  ;  3
[8,6,5]  ;  13  ;  8
[1,9,10]  ;  11  ;  1
[1,10,13]  ;  6  ;  1
[7,5,4]  ;  0  ;  0
[13,8,3]  ;  22  ;  55
[1,14,3]  ;  18  ;  34
[5,4,14]  ;  0  ;  0
[1,4,8]  ;  9  ;  3
[11,13,2]  ;  16  ;  20
[8,9,0]  ;  8  ;  4
[1,13,4]  ;  11  ;  3
[7,3,8]  ;  9  ;  4
[3,10,0]  ;  17  ;  15
[3,8,8]  ;  8  ;  1
[8,11,14]  ;  18  ;  24
[12,8,1]  ;  8  ;  3
[2,8,12]  ;  7  ;  2
[3,0,9]  ;  0  ;  0
[2,11,6]  ;  6  ;  1
[8,1,4]  ;  10  ;  6
[11,11,13]  ;  9  ;  2
[4,11,5]  ;  22  ;  30
[13,3,8]  ;  12  ;  6
[12,10,13]  ;  17  ;  24
[0,10,14]  ;  21  ;  44
[11,1,7]  ;  11  ;  6
[5,14,2]  ;  0  ;  0
[1,7,9]  ;  9  ;  2
[1,5,10]  ;  14  ;  8
[11,14,2]  ;  19  ;  25
[12,14,14]  ;  9  ;  1
[12,13,1]  ;  9  ;  5
[11,4,11]  ;  15  ;  12
[1,6,6]  ;  6  ;  1
[3,12,12]  ;  25  ;  99
[0,13,12]  ;  16  ;  6
[7,2,14]  ;  20  ;  30
[1,3,11]  ;  17  ;  19
[11,0,2]  ;  0  ;  0
[1,8,9]  ;  0  ;  0
[4,0,9]  ;  11  ;  9
[8,4,12]  ;  0  ;  0
[6,14,1]  ;  14  ;  7
[1,8,5]  ;  13  ;  6
[8,14,14]  ;  17  ;  11
[5,5,13]  ;  18  ;  25
[13,7,7]  ;  10  ;  5
[13,6,8]  ;  11  ;  4
[4,8,4]  ;  0  ;  0
[1,1,5]  ;  21  ;  51
[13,8,13]  ;  17  ;  9
[3,2,0]  ;  9  ;  4
[4,13,11]  ;  29  ;  101
[12,1,12]  ;  24  ;  63
[14,12,4]  ;  28  ;  94
[8,7,8]  ;  13  ;  10
[6,8,7]  ;  5  ;  0
[11,14,8]  ;  0  ;  0
[14,14,11]  ;  20  ;  36
[3,3,10]  ;  15  ;  10
[6,14,8]  ;  0  ;  0
[9,4,9]  ;  9  ;  3
[14,9,3]  ;  19  ;  28
[13,8,10]  ;  4  ;  0
[7,9,13]  ;  18  ;  31
[12,9,1]  ;  7  ;  1
[11,12,10]  ;  13  ;  8
[3,11,3]  ;  2  ;  0
[10,1,13]  ;  21  ;  34
[0,13,2]  ;  26  ;  99
[5,9,13]  ;  10  ;  2
[13,14,10]  ;  9  ;  4
[7,5,7]  ;  7  ;  1
[1,9,7]  ;  11  ;  7
[13,9,1]  ;  18  ;  22
[0,10,12]  ;  20  ;  26
[6,12,13]  ;  10  ;  2
[6,0,9]  ;  0  ;  0
[2,2,9]  ;  21  ;  58
[13,0,2]  ;  13  ;  6
[5,2,1]  ;  15  ;  19
[7,13,10]  ;  13  ;  10
[11,4,6]  ;  12  ;  3
[14,9,0]  ;  18  ;  15
[5,11,0]  ;  10  ;  3
[12,10,7]  ;  16  ;  23
[7,7,11]  ;  20  ;  25
[9,0,0]  ;  13  ;  10
[1,0,3]  ;  20  ;  17
[2,10,9]  ;  11  ;  4
[2,14,0]  ;  13  ;  7
[3,2,5]  ;  12  ;  1
[5,10,9]  ;  8  ;  2
[1,7,14]  ;  15  ;  14
[5,0,11]  ;  15  ;  11
[5,11,4]  ;  14  ;  4
[9,10,10]  ;  11  ;  2
[10,11,11]  ;  17  ;  18
[5,6,3]  ;  0  ;  0
[12,10,4]  ;  12  ;  6
[8,10,5]  ;  8  ;  3
[2,13,0]  ;  8  ;  1
[6,3,7]  ;  0  ;  0
[4,2,11]  ;  6  ;  1
[0,9,7]  ;  18  ;  23
[9,14,14]  ;  15  ;  17
[4,8,9]  ;  12  ;  4
[7,9,9]  ;  15  ;  13
[6,4,7]  ;  21  ;  41
[0,7,2]  ;  22  ;  72
[1,7,3]  ;  15  ;  21
[3,9,10]  ;  26  ;  92
[5,12,10]  ;  11  ;  5
[14,9,9]  ;  16  ;  13
[10,5,10]  ;  21  ;  50
[12,12,7]  ;  0  ;  0
[6,2,5]  ;  16  ;  21
[3,8,5]  ;  16  ;  12
[10,1,10]  ;  0  ;  0
[14,8,5]  ;  0  ;  0
[8,4,4]  ;  14  ;  8
[14,6,7]  ;  24  ;  37
[0,13,9]  ;  7  ;  2
[4,10,0]  ;  0  ;  0
[2,2,10]  ;  15  ;  19
[1,2,9]  ;  13  ;  9
[1,9,6]  ;  20  ;  33
[13,11,14]  ;  18  ;  7
[11,13,6]  ;  15  ;  13
[4,4,13]  ;  22  ;  35
[13,13,2]  ;  18  ;  22
[7,11,11]  ;  0  ;  0
[8,0,10]  ;  0  ;  0
[3,1,9]  ;  19  ;  32
[9,6,13]  ;  15  ;  15
