------ Execution Data ------ 

Tamanho do Cubo: 20x20x20
N° de Células: 8000
Células Bloqueadas: 2000 (25%)
Número de Rotas (Start- Goal): 5000

 Block   ;G(n) ;Tempo (ms) 
[13,8,4]  ;  0  ;  0
[1,3,5]  ;  7  ;  2
[13,1,5]  ;  14  ;  10
[15,0,3]  ;  15  ;  6
[4,13,6]  ;  22  ;  19
[16,19,19]  ;  0  ;  0
[17,12,16]  ;  0  ;  0
[1,10,9]  ;  13  ;  9
[0,7,6]  ;  15  ;  13
[11,13,6]  ;  0  ;  0
[9,14,19]  ;  19  ;  15
[11,8,14]  ;  0  ;  0
[17,15,5]  ;  26  ;  52
[3,9,13]  ;  0  ;  0
[5,6,13]  ;  14  ;  9
[19,2,6]  ;  16  ;  2
[4,1,11]  ;  0  ;  0
[9,6,17]  ;  18  ;  13
[1,13,3]  ;  0  ;  0
[13,0,7]  ;  15  ;  11
[4,0,5]  ;  36  ;  168
[9,11,14]  ;  20  ;  48
[19,1,7]  ;  38  ;  175
[2,14,8]  ;  34  ;  142
[9,12,6]  ;  20  ;  21
[8,7,8]  ;  8  ;  1
[7,10,12]  ;  0  ;  0
[16,18,19]  ;  35  ;  94
[2,4,15]  ;  22  ;  35
[16,6,10]  ;  7  ;  2
[4,12,10]  ;  0  ;  0
[18,5,10]  ;  21  ;  24
[4,6,14]  ;  19  ;  33
[1,5,5]  ;  18  ;  12
[4,15,7]  ;  0  ;  0
[5,15,1]  ;  11  ;  5
[13,16,8]  ;  0  ;  0
[12,10,4]  ;  0  ;  0
[5,19,1]  ;  0  ;  0
[10,12,8]  ;  19  ;  23
[17,8,1]  ;  34  ;  144
[9,4,13]  ;  0  ;  0
[8,10,17]  ;  15  ;  8
[9,13,15]  ;  15  ;  3
[19,11,1]  ;  10  ;  3
[10,0,5]  ;  0  ;  0
[17,19,4]  ;  0  ;  0
[1,16,19]  ;  0  ;  0
[2,9,0]  ;  20  ;  20
[8,6,18]  ;  0  ;  0
[6,18,12]  ;  0  ;  0
[14,7,19]  ;  9  ;  1
[18,17,10]  ;  0  ;  0
[11,17,15]  ;  0  ;  0
[13,12,0]  ;  20  ;  33
[9,11,9]  ;  0  ;  0
[17,5,2]  ;  22  ;  32
[1,7,5]  ;  35  ;  113
[8,12,17]  ;  11  ;  2
[17,16,4]  ;  8  ;  1
[11,9,3]  ;  0  ;  0
[13,5,7]  ;  0  ;  0
[3,18,5]  ;  0  ;  0
[10,5,1]  ;  23  ;  37
[13,16,15]  ;  9  ;  3
[1,17,18]  ;  12  ;  5
[19,17,17]  ;  35  ;  147
[11,11,10]  ;  16  ;  12
[11,12,15]  ;  0  ;  0
[10,14,12]  ;  14  ;  6
[3,3,16]  ;  0  ;  0
[15,12,7]  ;  0  ;  0
[6,12,6]  ;  0  ;  0
[17,2,14]  ;  9  ;  3
[13,0,6]  ;  0  ;  0
[16,3,6]  ;  0  ;  0
[3,16,2]  ;  0  ;  0
[18,19,18]  ;  0  ;  0
[14,8,2]  ;  11  ;  3
[15,18,19]  ;  0  ;  0
[8,10,4]  ;  30  ;  112
[3,15,15]  ;  18  ;  18
[3,9,8]  ;  14  ;  10
[14,6,19]  ;  0  ;  0
[3,17,6]  ;  0  ;  0
[0,18,18]  ;  0  ;  0
[18,7,15]  ;  0  ;  0
[10,19,4]  ;  0  ;  0
[4,13,13]  ;  0  ;  0
[18,19,7]  ;  0  ;  0
[8,18,2]  ;  23  ;  45
[6,17,9]  ;  20  ;  20
[13,4,14]  ;  15  ;  4
[12,3,11]  ;  0  ;  0
[0,2,14]  ;  15  ;  16
[19,6,16]  ;  22  ;  33
[8,4,3]  ;  0  ;  0
[10,11,17]  ;  0  ;  0
[1,6,19]  ;  26  ;  69
[15,18,12]  ;  18  ;  14
[17,2,5]  ;  0  ;  0
[18,11,14]  ;  21  ;  26
[13,10,4]  ;  23  ;  27
[7,10,14]  ;  2  ;  1
[14,19,12]  ;  24  ;  38
[7,11,17]  ;  0  ;  0
[3,13,4]  ;  0  ;  0
[3,9,14]  ;  26  ;  94
[13,2,5]  ;  0  ;  0
[2,0,0]  ;  31  ;  90
[1,15,3]  ;  23  ;  28
[9,19,11]  ;  0  ;  0
[10,2,14]  ;  23  ;  27
[16,8,1]  ;  0  ;  0
[14,8,6]  ;  0  ;  0
[4,11,19]  ;  0  ;  0
[18,5,5]  ;  0  ;  0
[14,7,7]  ;  19  ;  16
[4,9,17]  ;  18  ;  22
[18,11,4]  ;  0  ;  0
[17,14,0]  ;  0  ;  0
[15,2,16]  ;  0  ;  0
[18,0,8]  ;  21  ;  31
[9,8,3]  ;  0  ;  0
[3,0,9]  ;  13  ;  4
[5,7,12]  ;  9  ;  5
[16,0,10]  ;  0  ;  0
[2,3,7]  ;  8  ;  2
[12,12,11]  ;  18  ;  29
[8,3,9]  ;  0  ;  0
[15,6,5]  ;  22  ;  49
[4,19,15]  ;  15  ;  3
[12,4,2]  ;  0  ;  0
[11,4,1]  ;  0  ;  0
[12,0,19]  ;  0  ;  0
[10,15,4]  ;  16  ;  7
[1,14,2]  ;  20  ;  11
[7,15,16]  ;  38  ;  215
[6,17,13]  ;  23  ;  26
[16,10,0]  ;  0  ;  0
[5,9,13]  ;  0  ;  0
[8,3,2]  ;  12  ;  5
[16,17,9]  ;  26  ;  66
[8,11,5]  ;  21  ;  50
[15,14,0]  ;  26  ;  77
[14,18,6]  ;  25  ;  42
[11,17,17]  ;  26  ;  60
[5,18,1]  ;  47  ;  321
[10,19,5]  ;  19  ;  31
[5,11,19]  ;  22  ;  46
[15,6,9]  ;  0  ;  0
[12,9,15]  ;  12  ;  5
[17,11,7]  ;  14  ;  6
[11,14,6]  ;  0  ;  0
[16,13,12]  ;  9  ;  3
[0,13,14]  ;  7  ;  2
[7,18,7]  ;  25  ;  59
[4,15,12]  ;  0  ;  0
[7,8,16]  ;  25  ;  70
[3,13,12]  ;  26  ;  164
[8,8,6]  ;  12  ;  5
[1,2,5]  ;  26  ;  96
[3,16,15]  ;  34  ;  208
[18,9,17]  ;  0  ;  0
[0,16,6]  ;  0  ;  0
[10,3,7]  ;  0  ;  0
[15,19,6]  ;  0  ;  0
[13,15,4]  ;  0  ;  0
[16,9,15]  ;  0  ;  0
[4,12,9]  ;  13  ;  5
[7,15,1]  ;  11  ;  2
[15,8,5]  ;  0  ;  0
[3,0,17]  ;  34  ;  171
[13,2,9]  ;  24  ;  36
[7,1,14]  ;  28  ;  52
[0,11,8]  ;  17  ;  9
[3,5,12]  ;  26  ;  69
[12,14,10]  ;  20  ;  23
[6,0,18]  ;  0  ;  0
[15,13,18]  ;  22  ;  14
[4,5,10]  ;  0  ;  0
[18,17,4]  ;  28  ;  57
[15,1,2]  ;  16  ;  8
[6,15,11]  ;  0  ;  0
[16,7,0]  ;  17  ;  17
[2,16,12]  ;  0  ;  0
[18,14,1]  ;  28  ;  74
[16,2,1]  ;  24  ;  39
[3,7,2]  ;  0  ;  0
[3,4,14]  ;  20  ;  17
[7,2,16]  ;  0  ;  0
[15,17,8]  ;  19  ;  9
[2,8,1]  ;  0  ;  0
[3,8,6]  ;  7  ;  1
[13,11,19]  ;  0  ;  0
[10,11,10]  ;  0  ;  0
[8,6,3]  ;  20  ;  20
[17,15,2]  ;  0  ;  0
[5,5,7]  ;  0  ;  0
[7,2,10]  ;  17  ;  7
[8,3,3]  ;  0  ;  0
[1,2,16]  ;  0  ;  0
[6,5,11]  ;  0  ;  0
[1,17,6]  ;  16  ;  3
[2,2,5]  ;  11  ;  4
[9,19,5]  ;  0  ;  0
[8,1,12]  ;  0  ;  0
[6,15,8]  ;  10  ;  1
[18,18,8]  ;  0  ;  0
[18,0,19]  ;  27  ;  26
[16,4,12]  ;  0  ;  0
[15,18,7]  ;  0  ;  0
[1,18,7]  ;  0  ;  0
[8,15,12]  ;  0  ;  0
[11,19,4]  ;  0  ;  0
[2,10,12]  ;  0  ;  0
[18,11,2]  ;  14  ;  2
[13,3,4]  ;  15  ;  7
[14,14,13]  ;  0  ;  0
[1,15,16]  ;  19  ;  8
[16,12,19]  ;  0  ;  0
[7,19,11]  ;  14  ;  6
[5,12,11]  ;  0  ;  0
[4,19,2]  ;  0  ;  0
[13,5,17]  ;  15  ;  6
[14,7,3]  ;  0  ;  0
[8,19,11]  ;  0  ;  0
[11,0,11]  ;  22  ;  49
[0,9,5]  ;  27  ;  74
[7,9,19]  ;  14  ;  7
[0,11,10]  ;  0  ;  0
[8,15,4]  ;  22  ;  21
[18,2,0]  ;  14  ;  10
[11,7,5]  ;  0  ;  0
[9,15,19]  ;  0  ;  0
[10,1,16]  ;  23  ;  25
[9,7,6]  ;  0  ;  0
[13,7,15]  ;  27  ;  54
[6,3,11]  ;  14  ;  7
[18,5,14]  ;  0  ;  0
[18,5,16]  ;  11  ;  3
[14,10,8]  ;  5  ;  0
[6,6,8]  ;  0  ;  0
[17,11,14]  ;  33  ;  147
[6,2,16]  ;  37  ;  182
[4,17,11]  ;  0  ;  0
[11,13,9]  ;  23  ;  43
[15,12,4]  ;  0  ;  0
[5,14,14]  ;  27  ;  46
[0,0,10]  ;  0  ;  0
[8,14,11]  ;  0  ;  0
[19,8,4]  ;  0  ;  0
[5,5,8]  ;  21  ;  30
[2,15,14]  ;  24  ;  32
[1,1,14]  ;  0  ;  0
[1,9,6]  ;  0  ;  0
[14,16,9]  ;  0  ;  0
[5,14,1]  ;  0  ;  0
[19,4,10]  ;  18  ;  9
[5,19,18]  ;  37  ;  151
[12,9,14]  ;  0  ;  0
[16,17,18]  ;  0  ;  0
[1,16,9]  ;  0  ;  0
[13,13,2]  ;  26  ;  35
[17,13,9]  ;  11  ;  3
[9,2,10]  ;  21  ;  24
[2,18,3]  ;  19  ;  14
[9,7,11]  ;  20  ;  16
[10,10,10]  ;  20  ;  30
[17,9,11]  ;  0  ;  0
[10,0,14]  ;  0  ;  0
[4,9,14]  ;  21  ;  34
[4,1,13]  ;  26  ;  58
[12,4,13]  ;  0  ;  0
[6,12,10]  ;  0  ;  0
[11,8,16]  ;  8  ;  1
[16,0,8]  ;  0  ;  0
[0,6,18]  ;  0  ;  0
[18,6,8]  ;  14  ;  7
[16,9,6]  ;  22  ;  38
[6,3,13]  ;  0  ;  0
[6,8,7]  ;  0  ;  0
[2,8,8]  ;  13  ;  2
[7,8,0]  ;  0  ;  0
[10,18,5]  ;  25  ;  37
[9,3,14]  ;  21  ;  15
[12,6,6]  ;  18  ;  13
[2,10,2]  ;  28  ;  118
[9,14,9]  ;  16  ;  8
[7,11,11]  ;  12  ;  6
[9,0,16]  ;  0  ;  0
[9,7,18]  ;  16  ;  14
[3,6,9]  ;  0  ;  0
[6,15,14]  ;  21  ;  19
[19,8,5]  ;  24  ;  31
[10,4,18]  ;  0  ;  0
[15,10,0]  ;  13  ;  4
[1,3,18]  ;  0  ;  0
[8,15,7]  ;  15  ;  6
[18,4,4]  ;  0  ;  0
[17,3,1]  ;  11  ;  2
[19,0,16]  ;  8  ;  3
[13,3,15]  ;  0  ;  0
[0,19,10]  ;  0  ;  0
[16,16,5]  ;  24  ;  60
[1,4,17]  ;  0  ;  0
[17,14,17]  ;  0  ;  0
[10,9,13]  ;  0  ;  0
[18,15,8]  ;  0  ;  0
[16,14,11]  ;  21  ;  27
[7,16,16]  ;  0  ;  0
[10,4,14]  ;  15  ;  15
[13,16,19]  ;  19  ;  15
[12,15,6]  ;  20  ;  14
[10,2,18]  ;  35  ;  141
[8,9,12]  ;  16  ;  20
[12,19,12]  ;  24  ;  45
[12,9,18]  ;  33  ;  132
[15,3,8]  ;  0  ;  0
[0,16,12]  ;  0  ;  0
[8,3,17]  ;  0  ;  0
[17,12,18]  ;  21  ;  5
[19,19,6]  ;  0  ;  0
[10,15,10]  ;  11  ;  5
[0,11,3]  ;  29  ;  60
[13,19,12]  ;  10  ;  3
[10,3,8]  ;  13  ;  5
[5,17,16]  ;  25  ;  79
[0,0,2]  ;  0  ;  0
[0,2,6]  ;  13  ;  6
[12,4,11]  ;  22  ;  15
[14,14,19]  ;  0  ;  0
[1,8,2]  ;  0  ;  0
[7,11,19]  ;  0  ;  0
[13,5,9]  ;  0  ;  0
[6,16,10]  ;  33  ;  143
[2,2,0]  ;  0  ;  0
[15,14,17]  ;  0  ;  0
[4,18,19]  ;  40  ;  277
[5,17,8]  ;  26  ;  88
[5,4,14]  ;  0  ;  0
[5,3,16]  ;  0  ;  0
[5,3,15]  ;  22  ;  27
[3,1,9]  ;  16  ;  14
[4,18,12]  ;  17  ;  11
[12,10,9]  ;  4  ;  1
[6,0,15]  ;  0  ;  0
[18,12,12]  ;  22  ;  29
[5,11,12]  ;  0  ;  0
[14,3,14]  ;  0  ;  0
[6,2,11]  ;  0  ;  0
[13,9,16]  ;  0  ;  0
[19,16,1]  ;  0  ;  0
[2,9,5]  ;  20  ;  23
[1,5,6]  ;  0  ;  0
[7,10,16]  ;  0  ;  0
[8,1,4]  ;  0  ;  0
[17,10,10]  ;  0  ;  0
[19,5,16]  ;  0  ;  0
[5,8,10]  ;  0  ;  0
[13,3,6]  ;  22  ;  17
[6,8,11]  ;  17  ;  17
[19,13,9]  ;  0  ;  0
[19,8,0]  ;  27  ;  77
[16,7,13]  ;  23  ;  42
[18,19,6]  ;  24  ;  52
[4,16,8]  ;  15  ;  9
[15,13,12]  ;  21  ;  23
[16,10,1]  ;  22  ;  34
[2,11,18]  ;  0  ;  0
[3,9,16]  ;  20  ;  16
[11,1,1]  ;  30  ;  94
[10,0,7]  ;  0  ;  0
[12,3,13]  ;  0  ;  0
[3,4,16]  ;  22  ;  24
[17,14,6]  ;  17  ;  7
[6,13,14]  ;  12  ;  4
[0,6,5]  ;  26  ;  76
[2,12,18]  ;  22  ;  16
[6,6,6]  ;  25  ;  85
[13,19,5]  ;  0  ;  0
[19,15,18]  ;  0  ;  0
[10,16,9]  ;  12  ;  8
[5,5,11]  ;  7  ;  0
[1,16,18]  ;  17  ;  6
[3,6,0]  ;  0  ;  0
[19,1,17]  ;  17  ;  8
[9,3,7]  ;  30  ;  89
[2,0,12]  ;  0  ;  0
[5,8,7]  ;  13  ;  10
[16,12,4]  ;  0  ;  0
[10,4,1]  ;  0  ;  0
[9,10,7]  ;  16  ;  15
[7,6,6]  ;  12  ;  2
[12,18,7]  ;  0  ;  0
[19,1,12]  ;  0  ;  0
[3,18,16]  ;  21  ;  23
[8,4,12]  ;  14  ;  8
[14,12,1]  ;  22  ;  34
[16,2,12]  ;  26  ;  44
[15,17,13]  ;  0  ;  0
[4,12,6]  ;  0  ;  0
[12,18,14]  ;  29  ;  91
[5,18,10]  ;  0  ;  0
[7,8,18]  ;  0  ;  0
[7,5,15]  ;  22  ;  17
[3,5,10]  ;  0  ;  0
[6,12,1]  ;  0  ;  0
[6,0,17]  ;  25  ;  39
[16,12,16]  ;  10  ;  3
[16,17,11]  ;  0  ;  0
[7,5,13]  ;  0  ;  0
[5,1,5]  ;  16  ;  12
[11,14,19]  ;  0  ;  0
[2,6,7]  ;  0  ;  0
[3,4,0]  ;  0  ;  0
[12,8,10]  ;  0  ;  0
[12,17,7]  ;  26  ;  70
[17,4,19]  ;  0  ;  0
[19,5,7]  ;  0  ;  0
[5,2,4]  ;  13  ;  5
[18,19,13]  ;  0  ;  0
[2,7,16]  ;  22  ;  35
[15,18,5]  ;  21  ;  20
[18,16,4]  ;  0  ;  0
[5,9,10]  ;  0  ;  0
[9,10,12]  ;  12  ;  6
[17,10,7]  ;  15  ;  7
[7,5,3]  ;  9  ;  1
[16,19,11]  ;  0  ;  0
[0,14,8]  ;  26  ;  47
[18,18,0]  ;  39  ;  107
[10,1,3]  ;  0  ;  0
[3,12,1]  ;  0  ;  0
[15,9,14]  ;  0  ;  0
[10,13,15]  ;  0  ;  0
[8,2,0]  ;  0  ;  0
[18,9,11]  ;  15  ;  11
[5,15,14]  ;  21  ;  14
[6,5,10]  ;  19  ;  20
[2,18,4]  ;  0  ;  0
[14,15,7]  ;  0  ;  0
[1,17,3]  ;  21  ;  25
[8,18,15]  ;  23  ;  43
[17,11,6]  ;  0  ;  0
[13,9,13]  ;  0  ;  0
[17,5,13]  ;  25  ;  62
[3,5,4]  ;  0  ;  0
[0,14,0]  ;  17  ;  11
[13,0,15]  ;  0  ;  0
[9,15,15]  ;  21  ;  37
[19,10,0]  ;  0  ;  0
[19,0,15]  ;  19  ;  12
[8,3,16]  ;  0  ;  0
[2,18,6]  ;  12  ;  3
[7,13,19]  ;  0  ;  0
[9,14,12]  ;  20  ;  31
[10,7,7]  ;  0  ;  0
[1,0,18]  ;  0  ;  0
[6,0,0]  ;  33  ;  91
[1,1,18]  ;  0  ;  0
[8,10,1]  ;  11  ;  5
[19,3,7]  ;  37  ;  190
[13,14,16]  ;  0  ;  0
[18,16,8]  ;  0  ;  0
[6,7,18]  ;  23  ;  10
[7,16,5]  ;  0  ;  0
[8,14,2]  ;  0  ;  0
[2,7,1]  ;  0  ;  0
[9,2,3]  ;  0  ;  0
[4,9,9]  ;  0  ;  0
[6,6,14]  ;  19  ;  23
[6,9,19]  ;  23  ;  46
[0,6,3]  ;  14  ;  12
[2,17,2]  ;  23  ;  26
[8,17,16]  ;  12  ;  5
[17,12,19]  ;  0  ;  0
[15,12,19]  ;  21  ;  26
[12,6,7]  ;  0  ;  0
[16,18,3]  ;  0  ;  0
[14,16,1]  ;  32  ;  95
[1,4,18]  ;  8  ;  1
[1,6,15]  ;  0  ;  0
[12,9,10]  ;  13  ;  10
[13,9,15]  ;  17  ;  19
[15,17,17]  ;  33  ;  88
[2,18,16]  ;  29  ;  102
[19,19,19]  ;  18  ;  13
[4,0,12]  ;  0  ;  0
[13,14,8]  ;  33  ;  112
[13,6,19]  ;  23  ;  32
[13,10,11]  ;  13  ;  3
[17,18,19]  ;  0  ;  0
[13,16,3]  ;  0  ;  0
[5,7,8]  ;  0  ;  0
[19,6,6]  ;  0  ;  0
[1,6,10]  ;  25  ;  57
[16,11,19]  ;  33  ;  157
[12,16,0]  ;  0  ;  0
[19,3,6]  ;  0  ;  0
[4,19,4]  ;  35  ;  214
[5,7,17]  ;  0  ;  0
[17,15,7]  ;  3  ;  1
[6,19,5]  ;  7  ;  1
[19,7,11]  ;  28  ;  44
[1,9,15]  ;  0  ;  0
[19,7,14]  ;  19  ;  18
[4,19,11]  ;  17  ;  13
[10,4,5]  ;  0  ;  0
[9,7,13]  ;  11  ;  4
[19,14,19]  ;  26  ;  54
[3,2,12]  ;  23  ;  27
[17,0,9]  ;  0  ;  0
[4,10,14]  ;  0  ;  0
[3,2,7]  ;  34  ;  195
[7,19,3]  ;  0  ;  0
[13,18,7]  ;  0  ;  0
[9,12,0]  ;  38  ;  149
[0,17,1]  ;  48  ;  377
[17,6,15]  ;  19  ;  12
[11,9,10]  ;  0  ;  0
[0,1,4]  ;  0  ;  0
[16,17,2]  ;  26  ;  72
[3,5,9]  ;  0  ;  0
[2,19,18]  ;  0  ;  0
[6,11,18]  ;  23  ;  31
[0,2,5]  ;  20  ;  8
[7,3,2]  ;  0  ;  0
[10,5,3]  ;  0  ;  0
[15,14,4]  ;  16  ;  6
[14,15,0]  ;  0  ;  0
[6,10,13]  ;  0  ;  0
[17,5,1]  ;  0  ;  0
[0,13,11]  ;  29  ;  77
[18,8,15]  ;  0  ;  0
[8,1,16]  ;  0  ;  0
[15,11,5]  ;  0  ;  0
[5,14,15]  ;  0  ;  0
[4,5,17]  ;  28  ;  43
[9,15,5]  ;  16  ;  11
[8,8,3]  ;  0  ;  0
[6,19,11]  ;  0  ;  0
[9,5,10]  ;  11  ;  2
[1,4,19]  ;  0  ;  0
[14,14,14]  ;  0  ;  0
[12,4,7]  ;  0  ;  0
[9,5,18]  ;  0  ;  0
[10,8,1]  ;  0  ;  0
[5,9,2]  ;  0  ;  0
[14,11,15]  ;  0  ;  0
[5,10,1]  ;  0  ;  0
[6,14,8]  ;  0  ;  0
[0,8,7]  ;  0  ;  0
[19,9,15]  ;  38  ;  170
[11,8,19]  ;  0  ;  0
[1,15,10]  ;  0  ;  0
[14,1,3]  ;  10  ;  5
[14,17,13]  ;  13  ;  10
[7,15,3]  ;  17  ;  20
[9,1,13]  ;  14  ;  4
[14,2,12]  ;  23  ;  21
[14,14,5]  ;  0  ;  0
[9,18,2]  ;  0  ;  0
[8,18,19]  ;  9  ;  3
[12,16,10]  ;  6  ;  1
[13,0,1]  ;  17  ;  10
[18,7,8]  ;  23  ;  32
[4,15,14]  ;  13  ;  6
[12,14,12]  ;  24  ;  35
[14,14,1]  ;  0  ;  0
[13,13,16]  ;  0  ;  0
[9,0,13]  ;  35  ;  162
[4,8,14]  ;  13  ;  7
[0,9,17]  ;  0  ;  0
[15,15,18]  ;  21  ;  23
[6,6,17]  ;  12  ;  4
[9,3,13]  ;  0  ;  0
[18,16,1]  ;  0  ;  0
[10,4,15]  ;  0  ;  0
[14,0,14]  ;  12  ;  7
[5,16,7]  ;  0  ;  0
[17,8,7]  ;  10  ;  7
[0,8,16]  ;  0  ;  0
[3,7,12]  ;  0  ;  0
[7,12,4]  ;  0  ;  0
[3,6,19]  ;  0  ;  0
[12,14,9]  ;  24  ;  27
[6,1,1]  ;  0  ;  0
[9,18,12]  ;  21  ;  21
[2,14,16]  ;  24  ;  41
[8,12,6]  ;  21  ;  35
[13,15,6]  ;  0  ;  0
[10,7,14]  ;  16  ;  12
[18,15,2]  ;  31  ;  110
[12,4,4]  ;  17  ;  17
[19,6,4]  ;  0  ;  0
[9,3,19]  ;  0  ;  0
[3,15,13]  ;  0  ;  0
[6,10,0]  ;  0  ;  0
[12,4,5]  ;  0  ;  0
[17,10,3]  ;  19  ;  8
[15,8,15]  ;  32  ;  94
[18,4,1]  ;  0  ;  0
[5,18,3]  ;  25  ;  70
[0,14,6]  ;  21  ;  23
[2,15,18]  ;  0  ;  0
[7,4,4]  ;  0  ;  0
[9,9,4]  ;  15  ;  11
[10,12,11]  ;  0  ;  0
[6,15,3]  ;  0  ;  0
[9,9,8]  ;  0  ;  0
[2,14,2]  ;  15  ;  8
[7,7,13]  ;  23  ;  46
[4,18,8]  ;  16  ;  13
[9,14,0]  ;  0  ;  0
[18,2,8]  ;  25  ;  29
[8,4,0]  ;  0  ;  0
[6,7,19]  ;  21  ;  34
[4,13,3]  ;  15  ;  7
[4,13,5]  ;  0  ;  0
[3,18,4]  ;  25  ;  98
[14,15,13]  ;  23  ;  60
[12,7,16]  ;  0  ;  0
[6,8,12]  ;  13  ;  5
[7,13,1]  ;  29  ;  94
[15,16,19]  ;  0  ;  0
[5,9,5]  ;  0  ;  0
[1,15,8]  ;  14  ;  6
[7,9,1]  ;  0  ;  0
[4,8,6]  ;  0  ;  0
[1,16,10]  ;  24  ;  41
[13,9,4]  ;  11  ;  2
[7,0,16]  ;  15  ;  12
[5,9,9]  ;  10  ;  4
[3,1,18]  ;  14  ;  8
[1,0,3]  ;  12  ;  7
[19,13,2]  ;  31  ;  155
[14,0,12]  ;  26  ;  55
[10,19,6]  ;  0  ;  0
[7,8,17]  ;  0  ;  0
[12,15,2]  ;  0  ;  0
[11,6,15]  ;  0  ;  0
[17,6,3]  ;  10  ;  4
[19,1,5]  ;  31  ;  90
[5,13,11]  ;  0  ;  0
[7,4,6]  ;  13  ;  7
[10,14,17]  ;  12  ;  9
[1,5,12]  ;  0  ;  0
[9,0,8]  ;  24  ;  63
[7,6,15]  ;  0  ;  0
[13,19,11]  ;  0  ;  0
[10,4,17]  ;  13  ;  3
[7,3,10]  ;  27  ;  53
[6,16,16]  ;  18  ;  10
[17,2,12]  ;  0  ;  0
[17,7,12]  ;  18  ;  21
[8,10,6]  ;  0  ;  0
[15,7,9]  ;  0  ;  0
[11,18,5]  ;  0  ;  0
[11,10,8]  ;  0  ;  0
[17,18,8]  ;  0  ;  0
[6,16,13]  ;  6  ;  0
[8,11,13]  ;  14  ;  7
[11,16,15]  ;  18  ;  6
[18,19,17]  ;  22  ;  28
[9,14,6]  ;  0  ;  0
[13,16,11]  ;  7  ;  1
[1,3,2]  ;  0  ;  0
[0,8,3]  ;  0  ;  0
[3,5,11]  ;  0  ;  0
[15,11,7]  ;  0  ;  0
[19,16,2]  ;  0  ;  0
[8,3,19]  ;  0  ;  0
[12,0,8]  ;  24  ;  42
[0,8,5]  ;  0  ;  0
[5,10,17]  ;  23  ;  28
[14,5,19]  ;  0  ;  0
[19,0,0]  ;  0  ;  0
[11,7,8]  ;  0  ;  0
[11,17,8]  ;  0  ;  0
[11,19,5]  ;  28  ;  85
[19,4,13]  ;  22  ;  17
[2,5,6]  ;  0  ;  0
[16,2,8]  ;  25  ;  16
[13,9,12]  ;  0  ;  0
[2,11,17]  ;  0  ;  0
[2,18,8]  ;  29  ;  85
[8,9,11]  ;  13  ;  2
[2,9,19]  ;  27  ;  84
[13,9,9]  ;  0  ;  0
[14,15,1]  ;  24  ;  33
[14,6,3]  ;  0  ;  0
[19,2,16]  ;  0  ;  0
[7,11,1]  ;  0  ;  0
[5,18,19]  ;  34  ;  127
[12,0,11]  ;  22  ;  7
[1,1,13]  ;  0  ;  0
[19,13,8]  ;  22  ;  27
[16,18,2]  ;  23  ;  35
[0,12,12]  ;  0  ;  0
[5,19,15]  ;  20  ;  28
[14,1,0]  ;  6  ;  1
[17,1,2]  ;  23  ;  42
[4,5,13]  ;  0  ;  0
[10,5,2]  ;  0  ;  0
[8,17,6]  ;  17  ;  18
[19,19,8]  ;  20  ;  38
[1,4,3]  ;  0  ;  0
[18,17,5]  ;  0  ;  0
[17,17,14]  ;  27  ;  58
[2,13,15]  ;  27  ;  92
[13,16,17]  ;  0  ;  0
[2,9,17]  ;  25  ;  70
[1,2,0]  ;  0  ;  0
[0,11,18]  ;  0  ;  0
[14,0,3]  ;  18  ;  17
[6,17,10]  ;  18  ;  17
[19,10,7]  ;  0  ;  0
[10,3,12]  ;  0  ;  0
[7,14,8]  ;  0  ;  0
[17,10,0]  ;  0  ;  0
[4,18,18]  ;  0  ;  0
[6,3,18]  ;  29  ;  128
[6,10,19]  ;  34  ;  115
[11,15,0]  ;  0  ;  0
[1,19,15]  ;  8  ;  1
[5,19,3]  ;  23  ;  39
[10,17,0]  ;  0  ;  0
[2,16,10]  ;  29  ;  102
[16,19,2]  ;  9  ;  2
[5,11,9]  ;  27  ;  58
[5,18,12]  ;  0  ;  0
[5,1,9]  ;  0  ;  0
[10,7,8]  ;  13  ;  5
[15,2,1]  ;  0  ;  0
[17,2,7]  ;  17  ;  8
[10,14,5]  ;  0  ;  0
[7,1,10]  ;  16  ;  9
[18,14,8]  ;  12  ;  5
[12,18,11]  ;  26  ;  45
[5,18,14]  ;  32  ;  172
[16,17,1]  ;  0  ;  0
[0,10,15]  ;  12  ;  4
[3,16,13]  ;  0  ;  0
[5,10,9]  ;  0  ;  0
[6,0,16]  ;  0  ;  0
[6,14,5]  ;  0  ;  0
[8,17,8]  ;  9  ;  1
[11,19,18]  ;  19  ;  17
[18,6,5]  ;  11  ;  5
[13,9,14]  ;  0  ;  0
[18,8,3]  ;  0  ;  0
[5,8,6]  ;  13  ;  10
[6,12,15]  ;  17  ;  15
[18,6,14]  ;  0  ;  0
[19,4,1]  ;  0  ;  0
[8,18,5]  ;  33  ;  95
[6,14,17]  ;  26  ;  69
[17,18,9]  ;  0  ;  0
[16,4,10]  ;  0  ;  0
[0,10,5]  ;  26  ;  70
[16,2,15]  ;  19  ;  15
[9,10,15]  ;  10  ;  3
[13,18,2]  ;  10  ;  3
[18,5,6]  ;  24  ;  34
[14,16,17]  ;  0  ;  0
[3,18,14]  ;  0  ;  0
[3,13,19]  ;  34  ;  202
[3,7,4]  ;  19  ;  16
[17,14,15]  ;  0  ;  0
[18,0,12]  ;  0  ;  0
[12,8,6]  ;  0  ;  0
