------ Execution Data ------ 

Tamanho do Cubo: 30x30x30
N° de Células: 27000
Células Bloqueadas: 8100 (30%)
Número de Rotas (Start- Goal): 8000

 Block   ;G(n) ;Tempo (ms) 
[9,16,9]  ;  0  ;  0
[27,10,23]  ;  0  ;  0
[28,28,29]  ;  0  ;  0
[2,1,15]  ;  0  ;  0
[2,5,5]  ;  0  ;  0
[27,25,29]  ;  36  ;  77
[7,1,3]  ;  43  ;  149
[17,16,24]  ;  18  ;  24
[4,20,25]  ;  0  ;  0
[11,28,11]  ;  0  ;  0
[13,17,28]  ;  0  ;  0
[17,29,28]  ;  0  ;  0
[6,22,17]  ;  0  ;  0
[12,6,10]  ;  0  ;  0
[25,10,22]  ;  30  ;  121
[15,0,12]  ;  0  ;  0
[17,23,15]  ;  42  ;  341
[14,22,10]  ;  0  ;  0
[13,23,14]  ;  0  ;  0
[6,29,11]  ;  23  ;  23
[16,3,27]  ;  0  ;  0
[1,21,17]  ;  37  ;  101
[11,27,18]  ;  28  ;  110
[8,4,16]  ;  0  ;  0
[6,25,10]  ;  0  ;  0
[0,15,28]  ;  22  ;  28
[13,27,9]  ;  0  ;  0
[21,3,2]  ;  49  ;  416
[29,11,26]  ;  17  ;  17
[18,28,3]  ;  0  ;  0
[12,15,27]  ;  25  ;  41
[21,27,0]  ;  28  ;  15
[11,18,21]  ;  0  ;  0
[12,18,24]  ;  0  ;  0
[11,14,17]  ;  0  ;  0
[12,16,16]  ;  0  ;  0
[21,14,28]  ;  30  ;  115
[3,25,28]  ;  0  ;  0
[9,22,21]  ;  16  ;  12
[20,23,29]  ;  42  ;  389
[25,10,0]  ;  30  ;  71
[2,14,24]  ;  0  ;  0
[29,3,9]  ;  29  ;  83
[0,2,6]  ;  51  ;  786
[14,7,16]  ;  34  ;  172
[25,5,14]  ;  29  ;  90
[10,2,9]  ;  0  ;  0
[16,15,8]  ;  19  ;  13
[9,12,2]  ;  34  ;  142
[13,15,1]  ;  0  ;  0
[6,15,29]  ;  44  ;  289
[10,8,19]  ;  0  ;  0
[23,25,8]  ;  0  ;  0
[5,25,11]  ;  37  ;  201
[13,0,28]  ;  0  ;  0
[11,11,21]  ;  49  ;  500
[3,25,7]  ;  0  ;  0
[18,21,1]  ;  24  ;  49
[21,9,21]  ;  0  ;  0
[18,27,14]  ;  0  ;  0
[23,8,2]  ;  0  ;  0
[8,15,5]  ;  28  ;  75
[7,21,7]  ;  40  ;  199
[22,6,27]  ;  0  ;  0
[14,9,27]  ;  0  ;  0
[29,10,16]  ;  0  ;  0
[28,6,27]  ;  38  ;  162
[2,7,5]  ;  0  ;  0
[29,9,8]  ;  35  ;  45
[9,26,23]  ;  40  ;  261
[20,9,15]  ;  0  ;  0
[8,9,8]  ;  0  ;  0
[24,16,6]  ;  23  ;  18
[5,28,14]  ;  21  ;  26
[7,15,16]  ;  0  ;  0
[7,24,9]  ;  0  ;  0
[7,15,7]  ;  40  ;  229
[3,0,13]  ;  36  ;  73
[2,26,4]  ;  0  ;  0
[27,29,22]  ;  45  ;  463
[2,1,0]  ;  58  ;  967
[29,4,26]  ;  47  ;  255
[11,5,2]  ;  0  ;  0
[24,27,16]  ;  0  ;  0
[9,5,17]  ;  25  ;  26
[21,9,15]  ;  0  ;  0
[10,17,27]  ;  0  ;  0
[17,4,3]  ;  0  ;  0
[0,26,23]  ;  45  ;  363
[17,0,12]  ;  0  ;  0
[22,8,16]  ;  0  ;  0
[8,24,8]  ;  0  ;  0
[2,11,10]  ;  0  ;  0
[10,26,0]  ;  0  ;  0
[5,16,19]  ;  0  ;  0
[3,8,13]  ;  38  ;  194
[27,15,18]  ;  37  ;  105
[4,8,28]  ;  32  ;  65
[19,4,12]  ;  0  ;  0
[17,7,6]  ;  38  ;  258
[12,29,20]  ;  0  ;  0
[26,11,12]  ;  0  ;  0
[20,25,5]  ;  23  ;  44
[11,14,25]  ;  16  ;  13
[13,17,2]  ;  0  ;  0
[23,0,20]  ;  40  ;  274
[19,15,0]  ;  0  ;  0
[9,14,7]  ;  0  ;  0
[23,17,23]  ;  13  ;  4
[17,26,9]  ;  24  ;  30
[2,18,18]  ;  0  ;  0
[6,4,16]  ;  0  ;  0
[19,3,9]  ;  0  ;  0
[5,21,26]  ;  0  ;  0
[4,18,25]  ;  12  ;  8
[8,13,28]  ;  0  ;  0
[19,8,16]  ;  12  ;  6
[19,16,4]  ;  0  ;  0
[29,16,29]  ;  29  ;  41
[22,9,3]  ;  35  ;  117
[8,7,5]  ;  0  ;  0
[25,26,18]  ;  19  ;  14
[27,13,5]  ;  21  ;  19
[13,26,1]  ;  48  ;  513
[19,29,10]  ;  35  ;  154
[3,18,26]  ;  0  ;  0
[23,22,17]  ;  0  ;  0
[20,13,7]  ;  0  ;  0
[21,24,5]  ;  27  ;  106
[14,25,29]  ;  0  ;  0
[4,28,8]  ;  0  ;  0
[21,4,28]  ;  27  ;  48
[22,13,2]  ;  0  ;  0
[22,1,22]  ;  19  ;  23
[23,2,11]  ;  0  ;  0
[8,1,25]  ;  0  ;  0
[14,16,4]  ;  30  ;  33
[10,19,24]  ;  0  ;  0
[28,24,1]  ;  0  ;  0
[16,16,26]  ;  0  ;  0
[25,18,21]  ;  40  ;  245
[5,8,9]  ;  15  ;  12
[24,11,6]  ;  38  ;  132
[10,22,22]  ;  26  ;  36
[28,0,11]  ;  0  ;  0
[1,13,23]  ;  32  ;  37
[5,7,10]  ;  0  ;  0
[4,20,2]  ;  20  ;  10
[28,27,28]  ;  0  ;  0
[8,14,21]  ;  23  ;  40
[12,17,21]  ;  0  ;  0
[14,7,5]  ;  0  ;  0
[16,3,28]  ;  0  ;  0
[17,3,25]  ;  29  ;  75
[13,19,19]  ;  28  ;  43
[23,25,16]  ;  39  ;  227
[21,20,7]  ;  30  ;  55
[10,4,3]  ;  43  ;  310
[11,6,8]  ;  0  ;  0
[25,14,2]  ;  0  ;  0
[15,8,20]  ;  0  ;  0
[19,25,23]  ;  0  ;  0
[24,6,11]  ;  0  ;  0
[14,21,14]  ;  0  ;  0
[13,25,21]  ;  14  ;  8
[3,6,1]  ;  24  ;  40
[29,25,8]  ;  28  ;  38
[6,11,3]  ;  0  ;  0
[20,5,14]  ;  14  ;  9
[13,15,7]  ;  20  ;  24
[11,9,6]  ;  35  ;  86
[16,26,20]  ;  0  ;  0
[27,8,20]  ;  9  ;  2
[9,11,19]  ;  0  ;  0
[12,23,24]  ;  0  ;  0
[4,3,11]  ;  36  ;  242
[5,26,25]  ;  46  ;  284
[29,14,23]  ;  0  ;  0
[20,18,27]  ;  26  ;  39
[5,20,23]  ;  0  ;  0
[17,0,9]  ;  0  ;  0
[19,7,13]  ;  0  ;  0
[16,27,19]  ;  0  ;  0
[27,0,17]  ;  41  ;  167
[0,24,3]  ;  39  ;  157
[14,6,24]  ;  47  ;  544
[11,17,7]  ;  31  ;  84
[17,29,21]  ;  43  ;  313
[4,21,17]  ;  45  ;  328
[11,27,16]  ;  0  ;  0
[13,15,22]  ;  21  ;  29
[15,9,0]  ;  0  ;  0
[17,24,20]  ;  0  ;  0
[13,21,8]  ;  20  ;  16
[7,7,29]  ;  0  ;  0
[14,8,4]  ;  0  ;  0
[15,11,28]  ;  0  ;  0
[19,10,27]  ;  0  ;  0
[2,22,24]  ;  0  ;  0
[5,0,25]  ;  56  ;  860
[28,24,24]  ;  43  ;  421
[28,17,24]  ;  23  ;  33
[3,4,27]  ;  35  ;  216
[13,3,25]  ;  17  ;  16
[3,17,17]  ;  0  ;  0
[3,24,23]  ;  0  ;  0
[12,4,18]  ;  0  ;  0
[27,1,12]  ;  35  ;  192
[7,8,20]  ;  25  ;  68
[18,26,21]  ;  0  ;  0
[23,15,14]  ;  0  ;  0
[28,7,13]  ;  19  ;  13
[6,24,16]  ;  0  ;  0
[13,27,12]  ;  19  ;  16
[16,26,25]  ;  17  ;  14
[26,28,8]  ;  0  ;  0
[16,0,4]  ;  4  ;  1
[29,26,21]  ;  0  ;  0
[7,6,0]  ;  26  ;  61
[1,18,26]  ;  0  ;  0
[20,27,26]  ;  46  ;  566
[26,21,10]  ;  20  ;  24
[3,24,25]  ;  0  ;  0
[8,1,11]  ;  2  ;  0
[5,13,0]  ;  0  ;  0
[11,17,8]  ;  34  ;  138
[16,12,2]  ;  17  ;  6
[26,0,8]  ;  0  ;  0
[5,12,16]  ;  0  ;  0
[22,3,11]  ;  0  ;  0
[12,13,7]  ;  50  ;  490
[11,28,6]  ;  30  ;  67
[25,18,5]  ;  33  ;  117
[23,7,5]  ;  0  ;  0
[28,6,4]  ;  0  ;  0
[15,24,18]  ;  18  ;  18
[29,19,24]  ;  0  ;  0
[26,10,29]  ;  0  ;  0
[21,23,6]  ;  27  ;  68
[23,14,3]  ;  17  ;  10
[22,3,10]  ;  0  ;  0
[15,10,22]  ;  27  ;  48
[17,0,18]  ;  16  ;  5
[18,18,18]  ;  0  ;  0
[12,20,8]  ;  23  ;  35
[29,15,4]  ;  40  ;  328
[17,13,16]  ;  0  ;  0
[6,2,21]  ;  40  ;  359
[10,0,5]  ;  17  ;  15
[28,2,0]  ;  58  ;  1038
[15,10,23]  ;  34  ;  192
[18,18,21]  ;  0  ;  0
[19,16,27]  ;  0  ;  0
[24,9,6]  ;  28  ;  53
[24,25,12]  ;  0  ;  0
[3,10,25]  ;  0  ;  0
[7,5,9]  ;  0  ;  0
[23,8,17]  ;  38  ;  269
[26,12,19]  ;  17  ;  17
[1,2,8]  ;  0  ;  0
[23,18,19]  ;  0  ;  0
[1,28,10]  ;  0  ;  0
[23,10,4]  ;  0  ;  0
[15,23,22]  ;  5  ;  0
[3,17,24]  ;  0  ;  0
[7,11,20]  ;  0  ;  0
[6,14,7]  ;  25  ;  39
[20,9,27]  ;  0  ;  0
[25,24,22]  ;  51  ;  574
[25,17,16]  ;  23  ;  16
[16,13,14]  ;  0  ;  0
[4,15,0]  ;  0  ;  0
[17,18,12]  ;  0  ;  0
[13,27,17]  ;  0  ;  0
[23,18,6]  ;  17  ;  6
[10,9,4]  ;  0  ;  0
[16,5,0]  ;  38  ;  175
[2,6,15]  ;  40  ;  265
[13,22,23]  ;  44  ;  352
[29,6,19]  ;  0  ;  0
[21,2,9]  ;  0  ;  0
[11,11,23]  ;  0  ;  0
[17,8,5]  ;  0  ;  0
[29,16,8]  ;  0  ;  0
[26,14,19]  ;  0  ;  0
[2,5,21]  ;  0  ;  0
[23,15,29]  ;  50  ;  588
[17,0,8]  ;  30  ;  83
[11,19,16]  ;  24  ;  57
[12,18,15]  ;  27  ;  77
[15,7,6]  ;  0  ;  0
[28,19,26]  ;  33  ;  92
[28,23,20]  ;  0  ;  0
[23,25,19]  ;  35  ;  182
[6,1,18]  ;  0  ;  0
[13,18,4]  ;  20  ;  16
[12,13,3]  ;  0  ;  0
[28,27,29]  ;  0  ;  0
[26,15,20]  ;  0  ;  0
[4,18,23]  ;  0  ;  0
[8,11,26]  ;  33  ;  113
[1,20,13]  ;  0  ;  0
[27,26,19]  ;  0  ;  0
[26,6,0]  ;  53  ;  395
[5,2,29]  ;  0  ;  0
[20,20,13]  ;  0  ;  0
[11,4,1]  ;  0  ;  0
[19,7,6]  ;  17  ;  15
[24,28,5]  ;  0  ;  0
[26,6,21]  ;  0  ;  0
[6,21,0]  ;  38  ;  71
[24,19,0]  ;  34  ;  128
[15,28,29]  ;  19  ;  8
[2,3,20]  ;  30  ;  101
[25,3,6]  ;  0  ;  0
[21,22,26]  ;  27  ;  22
[26,8,26]  ;  0  ;  0
[12,9,17]  ;  24  ;  43
[6,7,26]  ;  25  ;  35
[0,10,9]  ;  24  ;  33
[19,15,27]  ;  0  ;  0
[1,13,1]  ;  0  ;  0
[14,17,13]  ;  0  ;  0
[28,21,3]  ;  0  ;  0
[5,8,20]  ;  12  ;  5
[11,24,12]  ;  18  ;  22
[20,16,3]  ;  0  ;  0
[11,5,0]  ;  0  ;  0
[16,28,8]  ;  0  ;  0
[21,14,8]  ;  0  ;  0
[2,2,8]  ;  60  ;  1062
[22,1,21]  ;  20  ;  204
[21,13,11]  ;  0  ;  0
[24,1,17]  ;  0  ;  0
[10,16,3]  ;  25  ;  60
[25,16,12]  ;  26  ;  58
[19,11,23]  ;  9  ;  2
[12,23,3]  ;  0  ;  0
[15,4,24]  ;  27  ;  34
[11,18,6]  ;  30  ;  122
[3,17,21]  ;  0  ;  0
[15,17,17]  ;  27  ;  44
[14,14,20]  ;  20  ;  18
[22,9,14]  ;  15  ;  10
[21,26,14]  ;  0  ;  0
[29,3,11]  ;  0  ;  0
[25,21,26]  ;  20  ;  16
[16,7,12]  ;  0  ;  0
[3,0,22]  ;  25  ;  51
[24,19,29]  ;  0  ;  0
[29,3,15]  ;  0  ;  0
[15,24,29]  ;  0  ;  0
[22,28,7]  ;  0  ;  0
[13,4,29]  ;  0  ;  0
[17,10,14]  ;  33  ;  146
[3,27,17]  ;  23  ;  14
[17,26,19]  ;  0  ;  0
[5,12,2]  ;  0  ;  0
[22,21,15]  ;  0  ;  0
[1,10,13]  ;  39  ;  241
[15,17,11]  ;  0  ;  0
[2,10,7]  ;  0  ;  0
[14,18,17]  ;  27  ;  84
[0,24,15]  ;  0  ;  0
[26,21,2]  ;  35  ;  217
[0,24,24]  ;  51  ;  691
[22,29,12]  ;  0  ;  0
[21,25,8]  ;  37  ;  166
[17,23,21]  ;  0  ;  0
[29,2,8]  ;  0  ;  0
[16,17,20]  ;  22  ;  22
[4,13,21]  ;  33  ;  61
[1,14,15]  ;  0  ;  0
[17,6,8]  ;  36  ;  133
[4,12,5]  ;  24  ;  15
[7,26,8]  ;  21  ;  29
[13,24,28]  ;  0  ;  0
[3,23,8]  ;  0  ;  0
[2,14,19]  ;  17  ;  13
[0,29,26]  ;  0  ;  0
[27,26,16]  ;  20  ;  9
[14,4,8]  ;  44  ;  338
[4,19,18]  ;  13  ;  9
[26,25,11]  ;  26  ;  62
[2,16,3]  ;  47  ;  403
[14,7,11]  ;  21  ;  31
[18,26,1]  ;  40  ;  174
[13,10,5]  ;  0  ;  0
[26,19,6]  ;  0  ;  0
[18,4,14]  ;  0  ;  0
[10,6,25]  ;  0  ;  0
[16,20,27]  ;  26  ;  53
[27,16,6]  ;  0  ;  0
[1,4,21]  ;  35  ;  173
[7,11,15]  ;  9  ;  4
[10,8,21]  ;  14  ;  8
[28,14,25]  ;  38  ;  219
[13,11,7]  ;  18  ;  24
[21,27,3]  ;  0  ;  0
[11,11,17]  ;  0  ;  0
[25,22,14]  ;  16  ;  10
[11,0,16]  ;  25  ;  50
[0,27,3]  ;  0  ;  0
[6,29,5]  ;  0  ;  0
[24,23,13]  ;  0  ;  0
[13,2,15]  ;  0  ;  0
[24,9,8]  ;  20  ;  18
[7,8,16]  ;  0  ;  0
[4,9,27]  ;  15  ;  11
[10,27,1]  ;  0  ;  0
[3,17,28]  ;  37  ;  100
[20,10,16]  ;  24  ;  82
[1,23,5]  ;  0  ;  0
[2,21,8]  ;  0  ;  0
[22,27,9]  ;  0  ;  0
[3,23,21]  ;  32  ;  131
[3,6,21]  ;  53  ;  640
[26,5,22]  ;  34  ;  112
[4,15,27]  ;  26  ;  32
[21,29,8]  ;  14  ;  7
[9,24,9]  ;  0  ;  0
[5,6,20]  ;  17  ;  19
[21,24,6]  ;  32  ;  100
[29,13,3]  ;  0  ;  0
[13,15,15]  ;  0  ;  0
[19,24,10]  ;  19  ;  15
[6,29,9]  ;  31  ;  134
[18,19,5]  ;  18  ;  16
[28,26,23]  ;  0  ;  0
[16,10,11]  ;  26  ;  74
[17,26,10]  ;  0  ;  0
[5,2,11]  ;  0  ;  0
[28,20,14]  ;  20  ;  25
[25,20,2]  ;  33  ;  123
[18,11,29]  ;  26  ;  57
[17,28,18]  ;  0  ;  0
[15,3,6]  ;  0  ;  0
[18,7,2]  ;  23  ;  24
[1,1,18]  ;  40  ;  321
[16,20,11]  ;  0  ;  0
[26,7,19]  ;  31  ;  107
[21,29,1]  ;  61  ;  1347
[7,27,8]  ;  0  ;  0
[21,17,28]  ;  41  ;  137
[24,18,14]  ;  0  ;  0
[17,29,29]  ;  0  ;  0
[21,5,6]  ;  0  ;  0
[14,23,6]  ;  28  ;  46
[25,18,2]  ;  25  ;  25
[9,27,1]  ;  0  ;  0
[14,20,26]  ;  0  ;  0
[29,10,0]  ;  0  ;  0
[1,13,0]  ;  0  ;  0
[5,27,14]  ;  22  ;  23
[1,23,2]  ;  0  ;  0
[11,21,17]  ;  0  ;  0
[1,0,12]  ;  43  ;  396
[0,21,4]  ;  0  ;  0
[24,2,15]  ;  9  ;  2
[3,10,15]  ;  0  ;  0
[8,27,14]  ;  0  ;  0
[15,26,16]  ;  0  ;  0
[10,16,15]  ;  21  ;  31
[13,28,17]  ;  0  ;  0
[20,17,24]  ;  0  ;  0
[20,3,6]  ;  0  ;  0
[29,8,29]  ;  31  ;  42
[0,13,26]  ;  0  ;  0
[27,5,2]  ;  42  ;  266
[18,3,27]  ;  0  ;  0
[29,23,24]  ;  0  ;  0
[28,3,10]  ;  0  ;  0
[12,18,12]  ;  0  ;  0
[12,6,20]  ;  20  ;  26
[5,26,26]  ;  0  ;  0
[7,29,13]  ;  52  ;  622
[29,6,16]  ;  0  ;  0
[22,12,24]  ;  0  ;  0
[15,1,14]  ;  0  ;  0
[22,10,5]  ;  0  ;  0
[23,0,12]  ;  32  ;  80
[1,17,26]  ;  51  ;  764
[24,24,8]  ;  0  ;  0
[9,26,29]  ;  0  ;  0
[0,20,19]  ;  0  ;  0
[27,17,27]  ;  0  ;  0
[6,14,28]  ;  0  ;  0
[12,2,4]  ;  22  ;  46
[28,4,12]  ;  0  ;  0
[10,10,20]  ;  0  ;  0
[20,3,17]  ;  35  ;  184
[6,25,13]  ;  0  ;  0
[15,27,8]  ;  0  ;  0
[29,5,13]  ;  37  ;  251
[18,15,14]  ;  24  ;  58
[24,20,2]  ;  0  ;  0
[0,28,6]  ;  0  ;  0
[21,10,26]  ;  24  ;  50
[26,1,11]  ;  19  ;  5
[6,8,11]  ;  12  ;  3
[8,4,0]  ;  35  ;  170
[11,7,15]  ;  13  ;  13
[14,5,23]  ;  27  ;  29
[27,12,0]  ;  0  ;  0
[7,16,7]  ;  0  ;  0
[3,7,5]  ;  0  ;  0
[24,23,16]  ;  0  ;  0
[16,15,5]  ;  0  ;  0
[6,26,26]  ;  0  ;  0
[10,19,6]  ;  0  ;  0
[19,8,19]  ;  0  ;  0
[11,16,1]  ;  12  ;  2
[11,23,11]  ;  36  ;  146
[24,15,10]  ;  33  ;  157
[8,2,5]  ;  20  ;  13
[3,14,1]  ;  0  ;  0
[7,9,29]  ;  0  ;  0
[29,16,0]  ;  27  ;  18
[5,7,18]  ;  28  ;  56
[16,19,2]  ;  36  ;  72
[9,29,4]  ;  0  ;  0
[19,7,19]  ;  0  ;  0
[2,29,3]  ;  0  ;  0
[28,26,12]  ;  38  ;  259
[29,7,8]  ;  26  ;  45
[6,7,0]  ;  0  ;  0
[21,22,22]  ;  0  ;  0
[5,10,10]  ;  0  ;  0
[9,7,28]  ;  35  ;  141
[11,19,18]  ;  23  ;  45
[9,18,28]  ;  41  ;  186
[22,20,26]  ;  16  ;  8
[6,3,28]  ;  14  ;  4
[7,15,6]  ;  39  ;  301
[6,10,16]  ;  4  ;  0
[10,19,0]  ;  0  ;  0
[28,22,2]  ;  4  ;  0
[18,14,26]  ;  35  ;  170
[28,2,15]  ;  0  ;  0
[21,18,0]  ;  46  ;  401
[25,12,27]  ;  0  ;  0
[5,20,15]  ;  21  ;  29
[4,19,2]  ;  17  ;  22
[8,18,29]  ;  0  ;  0
[8,10,16]  ;  28  ;  91
[23,16,0]  ;  0  ;  0
[24,28,8]  ;  0  ;  0
[19,3,18]  ;  21  ;  36
[18,17,16]  ;  31  ;  94
[12,14,26]  ;  38  ;  340
[21,1,25]  ;  0  ;  0
[17,11,22]  ;  34  ;  78
[17,26,1]  ;  0  ;  0
[19,1,13]  ;  0  ;  0
[15,10,28]  ;  43  ;  351
[22,16,16]  ;  31  ;  53
[18,3,28]  ;  0  ;  0
[0,17,4]  ;  0  ;  0
[17,3,6]  ;  0  ;  0
[28,17,21]  ;  0  ;  0
[25,3,17]  ;  0  ;  0
[4,15,18]  ;  0  ;  0
[19,11,19]  ;  0  ;  0
[12,18,29]  ;  27  ;  60
[7,28,4]  ;  0  ;  0
[16,3,12]  ;  30  ;  46
[16,9,9]  ;  0  ;  0
[16,22,17]  ;  0  ;  0
[14,29,28]  ;  38  ;  243
[19,23,11]  ;  0  ;  0
[24,21,29]  ;  0  ;  0
[7,26,15]  ;  0  ;  0
[1,19,12]  ;  35  ;  63
[4,1,9]  ;  0  ;  0
[9,2,3]  ;  0  ;  0
[21,9,11]  ;  35  ;  150
[24,9,12]  ;  23  ;  13
[13,20,7]  ;  0  ;  0
[14,18,3]  ;  21  ;  20
[11,14,1]  ;  39  ;  250
[12,9,3]  ;  0  ;  0
[28,17,19]  ;  36  ;  242
[27,19,21]  ;  27  ;  58
[21,16,5]  ;  0  ;  0
[9,2,2]  ;  0  ;  0
[11,16,5]  ;  11  ;  2
[26,0,22]  ;  0  ;  0
[28,29,16]  ;  39  ;  127
[3,27,10]  ;  16  ;  9
[21,2,29]  ;  0  ;  0
[14,29,23]  ;  0  ;  0
[21,0,28]  ;  0  ;  0
[12,18,27]  ;  28  ;  66
[20,24,5]  ;  0  ;  0
[21,7,21]  ;  0  ;  0
[29,28,5]  ;  0  ;  0
[8,7,14]  ;  0  ;  0
[5,18,12]  ;  18  ;  24
[16,4,9]  ;  33  ;  173
[19,2,26]  ;  0  ;  0
[4,19,23]  ;  22  ;  29
[3,28,26]  ;  46  ;  552
[12,10,9]  ;  0  ;  0
[28,20,25]  ;  38  ;  202
[20,6,19]  ;  0  ;  0
[13,14,6]  ;  23  ;  50
[12,14,17]  ;  0  ;  0
[6,24,10]  ;  41  ;  272
[21,23,20]  ;  0  ;  0
[23,19,29]  ;  38  ;  91
[12,29,6]  ;  0  ;  0
[14,25,12]  ;  0  ;  0
[16,16,17]  ;  0  ;  0
[1,27,13]  ;  30  ;  61
[6,11,17]  ;  16  ;  14
[7,26,25]  ;  38  ;  231
[16,26,17]  ;  0  ;  0
[13,10,22]  ;  28  ;  55
[1,26,23]  ;  13  ;  5
[15,17,13]  ;  0  ;  0
[5,11,9]  ;  0  ;  0
[14,29,2]  ;  0  ;  0
[2,16,25]  ;  0  ;  0
[8,15,0]  ;  19  ;  16
[17,2,21]  ;  26  ;  20
[16,16,8]  ;  0  ;  0
[17,7,11]  ;  31  ;  83
[17,5,1]  ;  27  ;  77
[11,10,25]  ;  48  ;  378
[6,19,10]  ;  19  ;  23
[7,25,21]  ;  43  ;  219
[0,27,13]  ;  46  ;  500
[24,1,15]  ;  17  ;  11
[19,23,18]  ;  9  ;  3
[19,1,25]  ;  0  ;  0
[19,12,24]  ;  26  ;  59
[3,8,22]  ;  23  ;  38
[2,20,20]  ;  39  ;  154
[0,27,21]  ;  0  ;  0
[14,26,4]  ;  32  ;  118
[12,23,27]  ;  19  ;  16
[11,20,16]  ;  0  ;  0
[10,29,3]  ;  0  ;  0
[18,28,7]  ;  0  ;  0
[15,6,6]  ;  0  ;  0
[15,14,5]  ;  43  ;  296
[20,29,5]  ;  31  ;  30
[21,4,14]  ;  0  ;  0
[28,8,26]  ;  23  ;  21
[22,2,10]  ;  18  ;  20
[25,16,26]  ;  7  ;  1
[13,3,10]  ;  0  ;  0
[0,15,10]  ;  28  ;  74
[22,20,25]  ;  0  ;  0
[9,22,15]  ;  0  ;  0
[23,19,8]  ;  0  ;  0
[10,21,4]  ;  0  ;  0
[8,17,9]  ;  0  ;  0
[28,8,3]  ;  40  ;  205
[2,11,5]  ;  20  ;  22
[19,9,4]  ;  39  ;  232
[4,22,23]  ;  0  ;  0
[18,5,18]  ;  0  ;  0
[17,29,14]  ;  38  ;  90
[3,2,11]  ;  0  ;  0
[26,20,29]  ;  8  ;  2
[6,9,14]  ;  28  ;  83
[12,4,1]  ;  0  ;  0
[9,5,8]  ;  16  ;  11
[4,25,5]  ;  28  ;  77
[5,6,14]  ;  0  ;  0
[1,15,13]  ;  0  ;  0
[8,17,29]  ;  46  ;  232
[9,14,14]  ;  36  ;  183
[28,23,17]  ;  54  ;  812
[1,1,22]  ;  19  ;  15
[27,16,18]  ;  0  ;  0
[21,0,17]  ;  0  ;  0
[1,22,14]  ;  15  ;  19
[18,29,17]  ;  45  ;  223
[2,2,6]  ;  31  ;  74
[5,20,27]  ;  0  ;  0
[7,4,17]  ;  3  ;  1
[9,21,23]  ;  0  ;  0
[4,10,21]  ;  0  ;  0
[21,0,22]  ;  0  ;  0
[23,5,14]  ;  0  ;  0
[9,7,9]  ;  0  ;  0
[15,10,29]  ;  0  ;  0
[27,12,16]  ;  0  ;  0
[16,29,4]  ;  0  ;  0
[12,21,12]  ;  0  ;  0
[1,14,0]  ;  35  ;  186
[5,15,5]  ;  0  ;  0
[14,6,6]  ;  0  ;  0
[14,1,15]  ;  35  ;  173
[16,14,15]  ;  30  ;  92
[3,15,27]  ;  30  ;  70
[26,25,12]  ;  0  ;  0
[19,26,15]  ;  0  ;  0
[5,11,23]  ;  18  ;  15
[1,2,29]  ;  44  ;  295
[29,0,4]  ;  42  ;  376
[23,7,20]  ;  0  ;  0
[14,11,28]  ;  28  ;  74
[0,20,16]  ;  0  ;  0
[15,0,15]  ;  31  ;  130
[10,3,24]  ;  20  ;  16
[6,2,12]  ;  44  ;  426
[28,19,8]  ;  0  ;  0
[15,15,28]  ;  0  ;  0
[24,15,26]  ;  18  ;  18
[9,17,13]  ;  31  ;  100
[19,23,15]  ;  26  ;  58
[29,10,17]  ;  12  ;  2
[18,23,8]  ;  0  ;  0
[15,22,21]  ;  23  ;  21
[27,8,15]  ;  41  ;  189
[5,24,21]  ;  0  ;  0
[27,25,14]  ;  0  ;  0
[8,24,23]  ;  0  ;  0
[0,27,0]  ;  0  ;  0
[11,28,26]  ;  0  ;  0
[23,27,10]  ;  0  ;  0
[23,11,15]  ;  20  ;  21
[2,15,2]  ;  31  ;  64
[27,4,24]  ;  0  ;  0
[1,23,13]  ;  25  ;  40
[19,8,2]  ;  0  ;  0
[8,8,15]  ;  0  ;  0
[12,15,6]  ;  0  ;  0
[16,28,18]  ;  0  ;  0
[10,18,1]  ;  0  ;  0
[7,7,23]  ;  0  ;  0
[12,17,1]  ;  22  ;  22
[5,1,14]  ;  0  ;  0
[28,7,0]  ;  0  ;  0
[26,10,26]  ;  0  ;  0
[3,24,24]  ;  19  ;  7
[27,9,24]  ;  0  ;  0
[21,14,2]  ;  35  ;  157
[4,21,20]  ;  0  ;  0
[5,15,16]  ;  26  ;  23
[9,12,26]  ;  0  ;  0
[3,26,13]  ;  17  ;  23
[9,6,10]  ;  0  ;  0
[21,6,1]  ;  0  ;  0
[14,13,15]  ;  26  ;  67
[4,1,8]  ;  0  ;  0
[22,23,4]  ;  0  ;  0
[13,18,27]  ;  39  ;  211
[29,26,16]  ;  28  ;  87
[15,25,14]  ;  19  ;  31
[0,4,14]  ;  24  ;  17
[2,21,29]  ;  0  ;  0
[19,13,12]  ;  0  ;  0
[18,19,16]  ;  0  ;  0
[0,15,22]  ;  24  ;  38
[1,15,10]  ;  19  ;  17
[17,29,1]  ;  42  ;  433
[3,23,5]  ;  31  ;  41
[21,4,13]  ;  0  ;  0
[0,11,14]  ;  0  ;  0
[18,7,3]  ;  0  ;  0
[29,18,11]  ;  0  ;  0
[29,9,29]  ;  0  ;  0
[17,4,14]  ;  0  ;  0
[21,6,16]  ;  0  ;  0
[23,13,4]  ;  33  ;  33
[1,22,11]  ;  0  ;  0
[12,26,8]  ;  0  ;  0
[5,0,16]  ;  39  ;  182
